Sample ID,Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m),Image
Sample-1672,140,260,3.88,150,103,8,0.2,0.058,Sample-1672_image.tif
Sample-1673,140,260,3.88,150,250,1.3,0.1,0.066,Sample-1673_image.tif
Sample-1674,140,260,3.88,150,250,1.3,0.2,0.17,Sample-1674_image.tif
Sample-1675,140,260,3.88,150,250,1.79,0.1,0.033,Sample-1675_image.tif
Sample-1676,140,260,3.88,150,250,1.79,0.2,0.113,Sample-1676_image.tif
Sample-1677,140,260,3.88,150,250,6.62,0.1,0.051,Sample-1677_image.tif
Sample-1678,140,260,3.88,150,250,6.62,0.2,0.085,Sample-1678_image.tif
Sample-1679,140,260,3.88,150,250,8,0.1,0.079,Sample-1679_image.tif
Sample-167,100,180,3.88,180,103,8,0.1,0.09,Sample-167_image.tif
Sample-1680,140,260,3.88,150,250,8,0.2,0.208,Sample-1680_image.tif
Sample-1681,140,260,3.88,150,300,1.3,0.1,0.049,Sample-1681_image.tif
Sample-1682,140,260,3.88,150,300,1.3,0.2,0.171,Sample-1682_image.tif
Sample-1683,140,260,3.88,150,300,1.79,0.1,0.091,Sample-1683_image.tif
Sample-1684,140,260,3.88,150,300,1.79,0.2,0.348,Sample-1684_image.tif
Sample-1685,140,260,3.88,150,300,6.62,0.1,0.149,Sample-1685_image.tif
Sample-1686,140,260,3.88,150,300,6.62,0.2,0.212,Sample-1686_image.tif
Sample-1687,140,260,3.88,150,300,8,0.1,0.095,Sample-1687_image.tif
Sample-1688,140,260,3.88,150,300,8,0.2,-0.036,Sample-1688_image.tif
Sample-1689,140,260,3.88,150,70,1.3,0.1,0.015,Sample-1689_image.tif
Sample-168,100,180,3.88,180,103,8,0.2,0.228,Sample-168_image.tif
Sample-1690,140,260,3.88,150,70,1.3,0.2,0.09,Sample-1690_image.tif
Sample-1691,140,260,3.88,150,70,1.79,0.1,-0.012,Sample-1691_image.tif
Sample-1692,140,260,3.88,150,70,1.79,0.2,0.091,Sample-1692_image.tif
Sample-1693,140,260,3.88,150,70,6.62,0.1,0.016,Sample-1693_image.tif
Sample-1694,140,260,3.88,150,70,6.62,0.2,0.319,Sample-1694_image.tif
Sample-1695,140,260,3.88,150,70,8,0.1,0.109,Sample-1695_image.tif
Sample-1696,140,260,3.88,150,70,8,0.2,0.109,Sample-1696_image.tif
Sample-1697,140,260,3.88,180,103,1.3,0.1,0.034,Sample-1697_image.tif
Sample-1698,140,260,3.88,180,103,1.3,0.2,0.087,Sample-1698_image.tif
Sample-1699,140,260,3.88,180,103,1.79,0.1,0.012,Sample-1699_image.tif
Sample-169,100,180,3.88,180,250,1.3,0.1,0.188,Sample-169_image.tif
Sample-16,100,180,2.807,150,250,8,0.2,0.557,Sample-16_image.tif
Sample-1700,140,260,3.88,180,103,1.79,0.2,0.069,Sample-1700_image.tif
Sample-1701,140,260,3.88,180,103,6.62,0.1,0.013,Sample-1701_image.tif
Sample-1702,140,260,3.88,180,103,6.62,0.2,0.309,Sample-1702_image.tif
Sample-1703,140,260,3.88,180,103,8,0.1,0.058,Sample-1703_image.tif
Sample-1704,140,260,3.88,180,103,8,0.2,0.18,Sample-1704_image.tif
Sample-1705,140,260,3.88,180,250,1.3,0.1,0.046,Sample-1705_image.tif
Sample-1706,140,260,3.88,180,250,1.3,0.2,0.186,Sample-1706_image.tif
Sample-1707,140,260,3.88,180,250,1.79,0.1,0.107,Sample-1707_image.tif
Sample-1708,140,260,3.88,180,250,1.79,0.2,0.256,Sample-1708_image.tif
Sample-1709,140,260,3.88,180,250,6.62,0.1,0.155,Sample-1709_image.tif
Sample-170,100,180,3.88,180,250,1.3,0.2,0.373,Sample-170_image.tif
Sample-1710,140,260,3.88,180,250,6.62,0.2,0.241,Sample-1710_image.tif
Sample-1711,140,260,3.88,180,250,8,0.1,0.075,Sample-1711_image.tif
Sample-1712,140,260,3.88,180,250,8,0.2,0.346,Sample-1712_image.tif
Sample-1713,140,260,3.88,180,300,1.3,0.1,0.072,Sample-1713_image.tif
Sample-1714,140,260,3.88,180,300,1.3,0.2,0.249,Sample-1714_image.tif
Sample-1715,140,260,3.88,180,300,1.79,0.1,0.093,Sample-1715_image.tif
Sample-1716,140,260,3.88,180,300,1.79,0.2,0.124,Sample-1716_image.tif
Sample-1717,140,260,3.88,180,300,6.62,0.1,0.107,Sample-1717_image.tif
Sample-1718,140,260,3.88,180,300,6.62,0.2,0.213,Sample-1718_image.tif
Sample-1719,140,260,3.88,180,300,8,0.1,0.121,Sample-1719_image.tif
Sample-171,100,180,3.88,180,250,1.79,0.1,0.165,Sample-171_image.tif
Sample-1720,140,260,3.88,180,300,8,0.2,0.245,Sample-1720_image.tif
Sample-1721,140,260,3.88,180,70,1.3,0.1,0.008,Sample-1721_image.tif
Sample-1722,140,260,3.88,180,70,1.3,0.2,0.177,Sample-1722_image.tif
Sample-1723,140,260,3.88,180,70,1.79,0.1,0.034,Sample-1723_image.tif
Sample-1724,140,260,3.88,180,70,1.79,0.2,0.246,Sample-1724_image.tif
Sample-1725,140,260,3.88,180,70,6.62,0.1,0.115,Sample-1725_image.tif
Sample-1726,140,260,3.88,180,70,6.62,0.2,0.194,Sample-1726_image.tif
Sample-1727,140,260,3.88,180,70,8,0.1,0.081,Sample-1727_image.tif
Sample-1728,140,260,3.88,180,70,8,0.2,0.217,Sample-1728_image.tif
Sample-1729,140,260,3.88,70,103,1.3,0.1,-0.021,Sample-1729_image.tif
Sample-172,100,180,3.88,180,250,1.79,0.2,0.22,Sample-172_image.tif
Sample-1730,140,260,3.88,70,103,1.3,0.2,0.158,Sample-1730_image.tif
Sample-1731,140,260,3.88,70,103,1.79,0.1,-0.068,Sample-1731_image.tif
Sample-1732,140,260,3.88,70,103,1.79,0.2,0.024,Sample-1732_image.tif
Sample-1733,140,260,3.88,70,103,6.62,0.1,-0.014,Sample-1733_image.tif
Sample-1734,140,260,3.88,70,103,6.62,0.2,-0.009,Sample-1734_image.tif
Sample-1735,140,260,3.88,70,103,8,0.1,-0.05,Sample-1735_image.tif
Sample-1736,140,260,3.88,70,103,8,0.2,-0.134,Sample-1736_image.tif
Sample-1737,140,260,3.88,70,250,1.3,0.1,0.083,Sample-1737_image.tif
Sample-1738,140,260,3.88,70,250,1.3,0.2,0.043,Sample-1738_image.tif
Sample-1739,140,260,3.88,70,250,1.79,0.1,-0.046,Sample-1739_image.tif
Sample-173,100,180,3.88,180,250,6.62,0.1,-0.093,Sample-173_image.tif
Sample-1740,140,260,3.88,70,250,1.79,0.2,0.107,Sample-1740_image.tif
Sample-1741,140,260,3.88,70,250,6.62,0.1,0.077,Sample-1741_image.tif
Sample-1742,140,260,3.88,70,250,6.62,0.2,0.065,Sample-1742_image.tif
Sample-1743,140,260,3.88,70,250,8,0.1,0.002,Sample-1743_image.tif
Sample-1744,140,260,3.88,70,250,8,0.2,0.089,Sample-1744_image.tif
Sample-1745,140,260,3.88,70,300,1.3,0.1,-0.006,Sample-1745_image.tif
Sample-1746,140,260,3.88,70,300,1.3,0.2,-0.148,Sample-1746_image.tif
Sample-1747,140,260,3.88,70,300,1.79,0.1,-0.054,Sample-1747_image.tif
Sample-1748,140,260,3.88,70,300,1.79,0.2,-0.119,Sample-1748_image.tif
Sample-1749,140,260,3.88,70,300,6.62,0.1,-0.03,Sample-1749_image.tif
Sample-174,100,180,3.88,180,250,6.62,0.2,0.134,Sample-174_image.tif
Sample-1750,140,260,3.88,70,300,6.62,0.2,0.058,Sample-1750_image.tif
Sample-1751,140,260,3.88,70,300,8,0.1,0.036,Sample-1751_image.tif
Sample-1752,140,260,3.88,70,300,8,0.2,-0.008,Sample-1752_image.tif
Sample-1753,140,260,3.88,70,70,1.3,0.1,0.008,Sample-1753_image.tif
Sample-1754,140,260,3.88,70,70,1.3,0.2,0.012,Sample-1754_image.tif
Sample-1755,140,260,3.88,70,70,1.79,0.1,-0.059,Sample-1755_image.tif
Sample-1756,140,260,3.88,70,70,1.79,0.2,0.071,Sample-1756_image.tif
Sample-1757,140,260,3.88,70,70,6.62,0.1,0.055,Sample-1757_image.tif
Sample-1758,140,260,3.88,70,70,6.62,0.2,0.161,Sample-1758_image.tif
Sample-1759,140,260,3.88,70,70,8,0.1,0.011,Sample-1759_image.tif
Sample-175,100,180,3.88,180,250,8,0.1,0.001,Sample-175_image.tif
Sample-1760,140,260,3.88,70,70,8,0.2,0.047,Sample-1760_image.tif
Sample-1761,140,260,3.88,90,103,1.3,0.1,0.024,Sample-1761_image.tif
Sample-1762,140,260,3.88,90,103,1.3,0.2,0.217,Sample-1762_image.tif
Sample-1763,140,260,3.88,90,103,1.79,0.1,0.014,Sample-1763_image.tif
Sample-1764,140,260,3.88,90,103,1.79,0.2,0.116,Sample-1764_image.tif
Sample-1765,140,260,3.88,90,103,6.62,0.1,-0.002,Sample-1765_image.tif
Sample-1766,140,260,3.88,90,103,6.62,0.2,0.085,Sample-1766_image.tif
Sample-1767,140,260,3.88,90,103,8,0.1,-0.015,Sample-1767_image.tif
Sample-1768,140,260,3.88,90,103,8,0.2,-0.018,Sample-1768_image.tif
Sample-1769,140,260,3.88,90,250,1.3,0.1,-0.064,Sample-1769_image.tif
Sample-176,100,180,3.88,180,250,8,0.2,0.352,Sample-176_image.tif
Sample-1770,140,260,3.88,90,250,1.3,0.2,0.143,Sample-1770_image.tif
Sample-1771,140,260,3.88,90,250,1.79,0.1,0.05,Sample-1771_image.tif
Sample-1772,140,260,3.88,90,250,1.79,0.2,0.157,Sample-1772_image.tif
Sample-1773,140,260,3.88,90,250,6.62,0.1,-0.001,Sample-1773_image.tif
Sample-1774,140,260,3.88,90,250,6.62,0.2,0.085,Sample-1774_image.tif
Sample-1775,140,260,3.88,90,250,8,0.1,0.003,Sample-1775_image.tif
Sample-1776,140,260,3.88,90,250,8,0.2,0.075,Sample-1776_image.tif
Sample-1777,140,260,3.88,90,300,1.3,0.1,-0.036,Sample-1777_image.tif
Sample-1778,140,260,3.88,90,300,1.3,0.2,-0.079,Sample-1778_image.tif
Sample-1779,140,260,3.88,90,300,1.79,0.1,-0.009,Sample-1779_image.tif
Sample-177,100,180,3.88,180,300,1.3,0.1,0.067,Sample-177_image.tif
Sample-1780,140,260,3.88,90,300,1.79,0.2,0.06,Sample-1780_image.tif
Sample-1781,140,260,3.88,90,300,6.62,0.1,-0.015,Sample-1781_image.tif
Sample-1782,140,260,3.88,90,300,6.62,0.2,-0.048,Sample-1782_image.tif
Sample-1783,140,260,3.88,90,300,8,0.1,-0.02,Sample-1783_image.tif
Sample-1784,140,260,3.88,90,300,8,0.2,0.049,Sample-1784_image.tif
Sample-1785,140,260,3.88,90,70,1.3,0.1,-0.022,Sample-1785_image.tif
Sample-1786,140,260,3.88,90,70,1.3,0.2,0.044,Sample-1786_image.tif
Sample-1787,140,260,3.88,90,70,1.79,0.1,0.085,Sample-1787_image.tif
Sample-1788,140,260,3.88,90,70,1.79,0.2,0.108,Sample-1788_image.tif
Sample-1789,140,260,3.88,90,70,6.62,0.1,-0.053,Sample-1789_image.tif
Sample-178,100,180,3.88,180,300,1.3,0.2,0.35,Sample-178_image.tif
Sample-1790,140,260,3.88,90,70,6.62,0.2,0.069,Sample-1790_image.tif
Sample-1791,140,260,3.88,90,70,8,0.1,0.036,Sample-1791_image.tif
Sample-1792,140,260,3.88,90,70,8,0.2,0.056,Sample-1792_image.tif
Sample-1793,140,260,4.812,150,103,1.3,0.1,-0.016,Sample-1793_image.tif
Sample-1794,140,260,4.812,150,103,1.3,0.2,0.135,Sample-1794_image.tif
Sample-1795,140,260,4.812,150,103,1.79,0.1,-0.011,Sample-1795_image.tif
Sample-1796,140,260,4.812,150,103,1.79,0.2,0.087,Sample-1796_image.tif
Sample-1797,140,260,4.812,150,103,6.62,0.1,0.004,Sample-1797_image.tif
Sample-1798,140,260,4.812,150,103,6.62,0.2,0.215,Sample-1798_image.tif
Sample-1799,140,260,4.812,150,103,8,0.1,0.099,Sample-1799_image.tif
Sample-179,100,180,3.88,180,300,1.79,0.1,0.17,Sample-179_image.tif
Sample-17,100,180,2.807,150,300,1.3,0.1,0.159,Sample-17_image.tif
Sample-1800,140,260,4.812,150,103,8,0.2,0.153,Sample-1800_image.tif
Sample-1801,140,260,4.812,150,250,1.3,0.1,0.08,Sample-1801_image.tif
Sample-1802,140,260,4.812,150,250,1.3,0.2,0.306,Sample-1802_image.tif
Sample-1803,140,260,4.812,150,250,1.79,0.1,0.025,Sample-1803_image.tif
Sample-1804,140,260,4.812,150,250,1.79,0.2,0.2,Sample-1804_image.tif
Sample-1805,140,260,4.812,150,250,6.62,0.1,0.097,Sample-1805_image.tif
Sample-1806,140,260,4.812,150,250,6.62,0.2,0.253,Sample-1806_image.tif
Sample-1807,140,260,4.812,150,250,8,0.1,0.075,Sample-1807_image.tif
Sample-1808,140,260,4.812,150,250,8,0.2,0.275,Sample-1808_image.tif
Sample-1809,140,260,4.812,150,300,1.3,0.1,0.04,Sample-1809_image.tif
Sample-180,100,180,3.88,180,300,1.79,0.2,0.253,Sample-180_image.tif
Sample-1810,140,260,4.812,150,300,1.3,0.2,0.171,Sample-1810_image.tif
Sample-1811,140,260,4.812,150,300,1.79,0.1,0.067,Sample-1811_image.tif
Sample-1812,140,260,4.812,150,300,1.79,0.2,0.056,Sample-1812_image.tif
Sample-1813,140,260,4.812,150,300,6.62,0.1,0.082,Sample-1813_image.tif
Sample-1814,140,260,4.812,150,300,6.62,0.2,0.235,Sample-1814_image.tif
Sample-1815,140,260,4.812,150,300,8,0.1,0.104,Sample-1815_image.tif
Sample-1816,140,260,4.812,150,300,8,0.2,0.032,Sample-1816_image.tif
Sample-1817,140,260,4.812,150,70,1.3,0.1,0.057,Sample-1817_image.tif
Sample-1818,140,260,4.812,150,70,1.3,0.2,0.106,Sample-1818_image.tif
Sample-1819,140,260,4.812,150,70,1.79,0.1,0.061,Sample-1819_image.tif
Sample-181,100,180,3.88,180,300,6.62,0.1,0.061,Sample-181_image.tif
Sample-1820,140,260,4.812,150,70,1.79,0.2,0.08,Sample-1820_image.tif
Sample-1821,140,260,4.812,150,70,6.62,0.1,0.021,Sample-1821_image.tif
Sample-1822,140,260,4.812,150,70,6.62,0.2,0.114,Sample-1822_image.tif
Sample-1823,140,260,4.812,150,70,8,0.1,0.022,Sample-1823_image.tif
Sample-1824,140,260,4.812,150,70,8,0.2,0.077,Sample-1824_image.tif
Sample-1825,140,260,4.812,180,103,1.3,0.1,0.012,Sample-1825_image.tif
Sample-1826,140,260,4.812,180,103,1.3,0.2,0.063,Sample-1826_image.tif
Sample-1827,140,260,4.812,180,103,1.79,0.1,-0.02,Sample-1827_image.tif
Sample-1828,140,260,4.812,180,103,1.79,0.2,0.136,Sample-1828_image.tif
Sample-1829,140,260,4.812,180,103,6.62,0.1,0.083,Sample-1829_image.tif
Sample-182,100,180,3.88,180,300,6.62,0.2,0.267,Sample-182_image.tif
Sample-1830,140,260,4.812,180,103,6.62,0.2,0.156,Sample-1830_image.tif
Sample-1831,140,260,4.812,180,103,8,0.1,0.112,Sample-1831_image.tif
Sample-1832,140,260,4.812,180,103,8,0.2,0.212,Sample-1832_image.tif
Sample-1833,140,260,4.812,180,250,1.3,0.1,0.113,Sample-1833_image.tif
Sample-1834,140,260,4.812,180,250,1.3,0.2,0.109,Sample-1834_image.tif
Sample-1835,140,260,4.812,180,250,1.79,0.1,0.11,Sample-1835_image.tif
Sample-1836,140,260,4.812,180,250,1.79,0.2,0.185,Sample-1836_image.tif
Sample-1837,140,260,4.812,180,250,6.62,0.1,0.014,Sample-1837_image.tif
Sample-1838,140,260,4.812,180,250,6.62,0.2,0.353,Sample-1838_image.tif
Sample-1839,140,260,4.812,180,250,8,0.1,0.066,Sample-1839_image.tif
Sample-183,100,180,3.88,180,300,8,0.1,0.087,Sample-183_image.tif
Sample-1840,140,260,4.812,180,250,8,0.2,0.182,Sample-1840_image.tif
Sample-1841,140,260,4.812,180,300,1.3,0.1,0.127,Sample-1841_image.tif
Sample-1842,140,260,4.812,180,300,1.3,0.2,0.035,Sample-1842_image.tif
Sample-1843,140,260,4.812,180,300,1.79,0.1,0.079,Sample-1843_image.tif
Sample-1844,140,260,4.812,180,300,1.79,0.2,0.101,Sample-1844_image.tif
Sample-1845,140,260,4.812,180,300,6.62,0.1,0.108,Sample-1845_image.tif
Sample-1846,140,260,4.812,180,300,6.62,0.2,0.279,Sample-1846_image.tif
Sample-1847,140,260,4.812,180,300,8,0.1,0.067,Sample-1847_image.tif
Sample-1848,140,260,4.812,180,300,8,0.2,0.293,Sample-1848_image.tif
Sample-1849,140,260,4.812,180,70,1.3,0.1,0.02,Sample-1849_image.tif
Sample-184,100,180,3.88,180,300,8,0.2,0.328,Sample-184_image.tif
Sample-1850,140,260,4.812,180,70,1.3,0.2,0.175,Sample-1850_image.tif
Sample-1851,140,260,4.812,180,70,1.79,0.1,0.091,Sample-1851_image.tif
Sample-1852,140,260,4.812,180,70,1.79,0.2,0.16,Sample-1852_image.tif
Sample-1853,140,260,4.812,180,70,6.62,0.1,0.03,Sample-1853_image.tif
Sample-1854,140,260,4.812,180,70,6.62,0.2,0.176,Sample-1854_image.tif
Sample-1855,140,260,4.812,180,70,8,0.1,0.097,Sample-1855_image.tif
Sample-1856,140,260,4.812,180,70,8,0.2,0.148,Sample-1856_image.tif
Sample-1857,140,260,4.812,70,103,1.3,0.1,0.01,Sample-1857_image.tif
Sample-1858,140,260,4.812,70,103,1.3,0.2,-0.026,Sample-1858_image.tif
Sample-1859,140,260,4.812,70,103,1.79,0.1,-0.013,Sample-1859_image.tif
Sample-185,100,180,3.88,180,70,1.3,0.1,0.048,Sample-185_image.tif
Sample-1860,140,260,4.812,70,103,1.79,0.2,0.058,Sample-1860_image.tif
Sample-1861,140,260,4.812,70,103,6.62,0.1,-0.021,Sample-1861_image.tif
Sample-1862,140,260,4.812,70,103,6.62,0.2,0.063,Sample-1862_image.tif
Sample-1863,140,260,4.812,70,103,8,0.1,-0.082,Sample-1863_image.tif
Sample-1864,140,260,4.812,70,103,8,0.2,0.139,Sample-1864_image.tif
Sample-1865,140,260,4.812,70,250,1.3,0.1,-0.027,Sample-1865_image.tif
Sample-1866,140,260,4.812,70,250,1.3,0.2,0.061,Sample-1866_image.tif
Sample-1867,140,260,4.812,70,250,1.79,0.1,-0.029,Sample-1867_image.tif
Sample-1868,140,260,4.812,70,250,1.79,0.2,0.096,Sample-1868_image.tif
Sample-1869,140,260,4.812,70,250,6.62,0.1,0.065,Sample-1869_image.tif
Sample-186,100,180,3.88,180,70,1.3,0.2,0.27,Sample-186_image.tif
Sample-1870,140,260,4.812,70,250,6.62,0.2,0.093,Sample-1870_image.tif
Sample-1871,140,260,4.812,70,250,8,0.1,0.046,Sample-1871_image.tif
Sample-1872,140,260,4.812,70,250,8,0.2,0.071,Sample-1872_image.tif
Sample-1873,140,260,4.812,70,300,1.3,0.1,-0.039,Sample-1873_image.tif
Sample-1874,140,260,4.812,70,300,1.3,0.2,-0.021,Sample-1874_image.tif
Sample-1875,140,260,4.812,70,300,1.79,0.1,-0.012,Sample-1875_image.tif
Sample-1876,140,260,4.812,70,300,1.79,0.2,-0.117,Sample-1876_image.tif
Sample-1877,140,260,4.812,70,300,6.62,0.1,-0.056,Sample-1877_image.tif
Sample-1878,140,260,4.812,70,300,6.62,0.2,-0.194,Sample-1878_image.tif
Sample-1879,140,260,4.812,70,300,8,0.1,-0.13,Sample-1879_image.tif
Sample-187,100,180,3.88,180,70,1.79,0.1,0.082,Sample-187_image.tif
Sample-1880,140,260,4.812,70,300,8,0.2,-0.161,Sample-1880_image.tif
Sample-1881,140,260,4.812,70,70,1.3,0.1,-0.054,Sample-1881_image.tif
Sample-1882,140,260,4.812,70,70,1.3,0.2,0.043,Sample-1882_image.tif
Sample-1883,140,260,4.812,70,70,1.79,0.1,-0.096,Sample-1883_image.tif
Sample-1884,140,260,4.812,70,70,1.79,0.2,0.042,Sample-1884_image.tif
Sample-1885,140,260,4.812,70,70,6.62,0.1,-0.072,Sample-1885_image.tif
Sample-1886,140,260,4.812,70,70,6.62,0.2,0.132,Sample-1886_image.tif
Sample-1887,140,260,4.812,70,70,8,0.1,0.015,Sample-1887_image.tif
Sample-1888,140,260,4.812,70,70,8,0.2,0.042,Sample-1888_image.tif
Sample-1889,140,260,4.812,90,103,1.3,0.1,-0.003,Sample-1889_image.tif
Sample-188,100,180,3.88,180,70,1.79,0.2,0.409,Sample-188_image.tif
Sample-1890,140,260,4.812,90,103,1.3,0.2,0.1,Sample-1890_image.tif
Sample-1891,140,260,4.812,90,103,1.79,0.1,-0.054,Sample-1891_image.tif
Sample-1892,140,260,4.812,90,103,1.79,0.2,-0.063,Sample-1892_image.tif
Sample-1893,140,260,4.812,90,103,6.62,0.1,0.048,Sample-1893_image.tif
Sample-1894,140,260,4.812,90,103,6.62,0.2,-0.021,Sample-1894_image.tif
Sample-1895,140,260,4.812,90,103,8,0.1,0.013,Sample-1895_image.tif
Sample-1896,140,260,4.812,90,103,8,0.2,0.101,Sample-1896_image.tif
Sample-1897,140,260,4.812,90,250,1.3,0.1,-0.011,Sample-1897_image.tif
Sample-1898,140,260,4.812,90,250,1.3,0.2,0.264,Sample-1898_image.tif
Sample-1899,140,260,4.812,90,250,1.79,0.1,-0.038,Sample-1899_image.tif
Sample-189,100,180,3.88,180,70,6.62,0.1,0.123,Sample-189_image.tif
Sample-18,100,180,2.807,150,300,1.3,0.2,0.485,Sample-18_image.tif
Sample-1900,140,260,4.812,90,250,1.79,0.2,0.046,Sample-1900_image.tif
Sample-1901,140,260,4.812,90,250,6.62,0.1,0.047,Sample-1901_image.tif
Sample-1902,140,260,4.812,90,250,6.62,0.2,0.28,Sample-1902_image.tif
Sample-1903,140,260,4.812,90,250,8,0.1,0.079,Sample-1903_image.tif
Sample-1904,140,260,4.812,90,250,8,0.2,0.099,Sample-1904_image.tif
Sample-1905,140,260,4.812,90,300,1.3,0.1,0.025,Sample-1905_image.tif
Sample-1906,140,260,4.812,90,300,1.3,0.2,0.071,Sample-1906_image.tif
Sample-1907,140,260,4.812,90,300,1.79,0.1,0.086,Sample-1907_image.tif
Sample-1908,140,260,4.812,90,300,1.79,0.2,0.02,Sample-1908_image.tif
Sample-1909,140,260,4.812,90,300,6.62,0.1,0.002,Sample-1909_image.tif
Sample-190,100,180,3.88,180,70,6.62,0.2,0.401,Sample-190_image.tif
Sample-1910,140,260,4.812,90,300,6.62,0.2,0.053,Sample-1910_image.tif
Sample-1911,140,260,4.812,90,300,8,0.1,0.05,Sample-1911_image.tif
Sample-1912,140,260,4.812,90,300,8,0.2,-0.174,Sample-1912_image.tif
Sample-1913,140,260,4.812,90,70,1.3,0.1,-0.045,Sample-1913_image.tif
Sample-1914,140,260,4.812,90,70,1.3,0.2,0.068,Sample-1914_image.tif
Sample-1915,140,260,4.812,90,70,1.79,0.1,0.017,Sample-1915_image.tif
Sample-1916,140,260,4.812,90,70,1.79,0.2,0.07,Sample-1916_image.tif
Sample-1917,140,260,4.812,90,70,6.62,0.1,-0.013,Sample-1917_image.tif
Sample-1918,140,260,4.812,90,70,6.62,0.2,0.068,Sample-1918_image.tif
Sample-1919,140,260,4.812,90,70,8,0.1,0.042,Sample-1919_image.tif
Sample-191,100,180,3.88,180,70,8,0.1,0.199,Sample-191_image.tif
Sample-1920,140,260,4.812,90,70,8,0.2,0.039,Sample-1920_image.tif
Sample-1921,140,340,2.807,150,103,1.3,0.1,0.039,Sample-1921_image.tif
Sample-1922,140,340,2.807,150,103,1.3,0.2,0.17,Sample-1922_image.tif
Sample-1923,140,340,2.807,150,103,1.79,0.1,0.022,Sample-1923_image.tif
Sample-1924,140,340,2.807,150,103,1.79,0.2,0.227,Sample-1924_image.tif
Sample-1925,140,340,2.807,150,103,6.62,0.1,0.106,Sample-1925_image.tif
Sample-1926,140,340,2.807,150,103,6.62,0.2,0.3,Sample-1926_image.tif
Sample-1927,140,340,2.807,150,103,8,0.1,0.053,Sample-1927_image.tif
Sample-1928,140,340,2.807,150,103,8,0.2,0.193,Sample-1928_image.tif
Sample-1929,140,340,2.807,150,250,1.3,0.1,0.137,Sample-1929_image.tif
Sample-192,100,180,3.88,180,70,8,0.2,0.358,Sample-192_image.tif
Sample-1930,140,340,2.807,150,250,1.3,0.2,0.302,Sample-1930_image.tif
Sample-1931,140,340,2.807,150,250,1.79,0.1,0.121,Sample-1931_image.tif
Sample-1932,140,340,2.807,150,250,1.79,0.2,0.304,Sample-1932_image.tif
Sample-1933,140,340,2.807,150,250,6.62,0.1,0.107,Sample-1933_image.tif
Sample-1934,140,340,2.807,150,250,6.62,0.2,0.137,Sample-1934_image.tif
Sample-1935,140,340,2.807,150,250,8,0.1,0.108,Sample-1935_image.tif
Sample-1936,140,340,2.807,150,250,8,0.2,0.232,Sample-1936_image.tif
Sample-1937,140,340,2.807,150,300,1.3,0.1,0.151,Sample-1937_image.tif
Sample-1938,140,340,2.807,150,300,1.3,0.2,0.292,Sample-1938_image.tif
Sample-1939,140,340,2.807,150,300,1.79,0.1,0.101,Sample-1939_image.tif
Sample-193,100,180,3.88,70,103,1.3,0.1,0.295,Sample-193_image.tif
Sample-1940,140,340,2.807,150,300,1.79,0.2,0.186,Sample-1940_image.tif
Sample-1941,140,340,2.807,150,300,6.62,0.1,0.111,Sample-1941_image.tif
Sample-1942,140,340,2.807,150,300,6.62,0.2,0.313,Sample-1942_image.tif
Sample-1943,140,340,2.807,150,300,8,0.1,0.057,Sample-1943_image.tif
Sample-1944,140,340,2.807,150,300,8,0.2,0.156,Sample-1944_image.tif
Sample-1945,140,340,2.807,150,70,1.3,0.1,0.03,Sample-1945_image.tif
Sample-1946,140,340,2.807,150,70,1.3,0.2,0.178,Sample-1946_image.tif
Sample-1947,140,340,2.807,150,70,1.79,0.1,0.023,Sample-1947_image.tif
Sample-1948,140,340,2.807,150,70,1.79,0.2,0.178,Sample-1948_image.tif
Sample-1949,140,340,2.807,150,70,6.62,0.1,0.096,Sample-1949_image.tif
Sample-194,100,180,3.88,70,103,1.3,0.2,0.495,Sample-194_image.tif
Sample-1950,140,340,2.807,150,70,6.62,0.2,0.244,Sample-1950_image.tif
Sample-1951,140,340,2.807,150,70,8,0.1,0.06,Sample-1951_image.tif
Sample-1952,140,340,2.807,150,70,8,0.2,0.154,Sample-1952_image.tif
Sample-1953,140,340,2.807,180,103,1.3,0.1,0.146,Sample-1953_image.tif
Sample-1954,140,340,2.807,180,103,1.3,0.2,0.259,Sample-1954_image.tif
Sample-1955,140,340,2.807,180,103,1.79,0.1,0.107,Sample-1955_image.tif
Sample-1956,140,340,2.807,180,103,1.79,0.2,0.348,Sample-1956_image.tif
Sample-1957,140,340,2.807,180,103,6.62,0.1,0.084,Sample-1957_image.tif
Sample-1958,140,340,2.807,180,103,6.62,0.2,0.23,Sample-1958_image.tif
Sample-1959,140,340,2.807,180,103,8,0.1,0.161,Sample-1959_image.tif
Sample-195,100,180,3.88,70,103,1.79,0.1,0.17,Sample-195_image.tif
Sample-1960,140,340,2.807,180,103,8,0.2,0.21,Sample-1960_image.tif
Sample-1961,140,340,2.807,180,250,1.3,0.1,0.224,Sample-1961_image.tif
Sample-1962,140,340,2.807,180,250,1.3,0.2,0.312,Sample-1962_image.tif
Sample-1963,140,340,2.807,180,250,1.79,0.1,0.165,Sample-1963_image.tif
Sample-1964,140,340,2.807,180,250,1.79,0.2,0.36,Sample-1964_image.tif
Sample-1965,140,340,2.807,180,250,6.62,0.1,0.178,Sample-1965_image.tif
