Sample ID,Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m),Image
Sample-494,100,260,2.807,90,250,6.62,0.2,0.422,Sample-494_image.tif
Sample-495,100,260,2.807,90,250,8,0.1,0.339,Sample-495_image.tif
Sample-496,100,260,2.807,90,250,8,0.2,0.383,Sample-496_image.tif
Sample-497,100,260,2.807,90,300,1.3,0.1,0.211,Sample-497_image.tif
Sample-498,100,260,2.807,90,300,1.3,0.2,0.354,Sample-498_image.tif
Sample-499,100,260,2.807,90,300,1.79,0.1,0.171,Sample-499_image.tif
Sample-49,100,180,2.807,180,300,1.3,0.1,0.112,Sample-49_image.tif
Sample-4,100,180,2.807,150,103,1.79,0.2,0.372,Sample-4_image.tif
Sample-500,100,260,2.807,90,300,1.79,0.2,0.349,Sample-500_image.tif
Sample-501,100,260,2.807,90,300,6.62,0.1,0.221,Sample-501_image.tif
Sample-502,100,260,2.807,90,300,6.62,0.2,0.429,Sample-502_image.tif
Sample-503,100,260,2.807,90,300,8,0.1,0.281,Sample-503_image.tif
Sample-504,100,260,2.807,90,300,8,0.2,0.458,Sample-504_image.tif
Sample-505,100,260,2.807,90,70,1.3,0.1,0.28,Sample-505_image.tif
Sample-506,100,260,2.807,90,70,1.3,0.2,0.405,Sample-506_image.tif
Sample-507,100,260,2.807,90,70,1.79,0.1,0.369,Sample-507_image.tif
Sample-508,100,260,2.807,90,70,1.79,0.2,0.401,Sample-508_image.tif
Sample-509,100,260,2.807,90,70,6.62,0.1,0.176,Sample-509_image.tif
Sample-50,100,180,2.807,180,300,1.3,0.2,0.272,Sample-50_image.tif
Sample-510,100,260,2.807,90,70,6.62,0.2,0.418,Sample-510_image.tif
Sample-511,100,260,2.807,90,70,8,0.1,0.252,Sample-511_image.tif
Sample-512,100,260,2.807,90,70,8,0.2,0.392,Sample-512_image.tif
Sample-513,100,260,3.88,150,103,1.3,0.1,0.28,Sample-513_image.tif
Sample-514,100,260,3.88,150,103,1.3,0.2,0.324,Sample-514_image.tif
Sample-515,100,260,3.88,150,103,1.79,0.1,0.289,Sample-515_image.tif
Sample-516,100,260,3.88,150,103,1.79,0.2,0.411,Sample-516_image.tif
Sample-517,100,260,3.88,150,103,6.62,0.1,0.291,Sample-517_image.tif
Sample-518,100,260,3.88,150,103,6.62,0.2,0.473,Sample-518_image.tif
Sample-519,100,260,3.88,150,103,8,0.1,0.327,Sample-519_image.tif
Sample-51,100,180,2.807,180,300,1.79,0.1,0.052,Sample-51_image.tif
Sample-520,100,260,3.88,150,103,8,0.2,0.334,Sample-520_image.tif
Sample-521,100,260,3.88,150,250,1.3,0.1,0.353,Sample-521_image.tif
Sample-522,100,260,3.88,150,250,1.3,0.2,0.493,Sample-522_image.tif
Sample-523,100,260,3.88,150,250,1.79,0.1,0.239,Sample-523_image.tif
Sample-524,100,260,3.88,150,250,1.79,0.2,0.435,Sample-524_image.tif
Sample-525,100,260,3.88,150,250,6.62,0.1,0.367,Sample-525_image.tif
Sample-526,100,260,3.88,150,250,6.62,0.2,0.455,Sample-526_image.tif
Sample-527,100,260,3.88,150,250,8,0.1,0.304,Sample-527_image.tif
Sample-528,100,260,3.88,150,250,8,0.2,0.487,Sample-528_image.tif
Sample-529,100,260,3.88,150,300,1.3,0.1,0.266,Sample-529_image.tif
Sample-52,100,180,2.807,180,300,1.79,0.2,0.298,Sample-52_image.tif
Sample-530,100,260,3.88,150,300,1.3,0.2,0.434,Sample-530_image.tif
Sample-531,100,260,3.88,150,300,1.79,0.1,0.216,Sample-531_image.tif
Sample-532,100,260,3.88,150,300,1.79,0.2,0.342,Sample-532_image.tif
Sample-533,100,260,3.88,150,300,6.62,0.1,0.278,Sample-533_image.tif
Sample-534,100,260,3.88,150,300,6.62,0.2,0.365,Sample-534_image.tif
Sample-535,100,260,3.88,150,300,8,0.1,0.314,Sample-535_image.tif
Sample-536,100,260,3.88,150,300,8,0.2,0.296,Sample-536_image.tif
Sample-537,100,260,3.88,150,70,1.3,0.1,0.294,Sample-537_image.tif
Sample-538,100,260,3.88,150,70,1.3,0.2,0.44,Sample-538_image.tif
Sample-539,100,260,3.88,150,70,1.79,0.1,0.235,Sample-539_image.tif
Sample-53,100,180,2.807,180,300,6.62,0.1,0.048,Sample-53_image.tif
Sample-540,100,260,3.88,150,70,1.79,0.2,0.395,Sample-540_image.tif
Sample-541,100,260,3.88,150,70,6.62,0.1,0.274,Sample-541_image.tif
Sample-542,100,260,3.88,150,70,6.62,0.2,0.394,Sample-542_image.tif
Sample-543,100,260,3.88,150,70,8,0.1,0.064,Sample-543_image.tif
Sample-544,100,260,3.88,150,70,8,0.2,0.477,Sample-544_image.tif
Sample-545,100,260,3.88,180,103,1.3,0.1,-0.072,Sample-545_image.tif
Sample-546,100,260,3.88,180,103,1.3,0.2,0.191,Sample-546_image.tif
Sample-547,100,260,3.88,180,103,1.79,0.1,-0.103,Sample-547_image.tif
Sample-548,100,260,3.88,180,103,1.79,0.2,0.083,Sample-548_image.tif
Sample-549,100,260,3.88,180,103,6.62,0.1,-0.086,Sample-549_image.tif
Sample-54,100,180,2.807,180,300,6.62,0.2,0.248,Sample-54_image.tif
Sample-550,100,260,3.88,180,103,6.62,0.2,0.238,Sample-550_image.tif
Sample-551,100,260,3.88,180,103,8,0.1,-0.019,Sample-551_image.tif
Sample-552,100,260,3.88,180,103,8,0.2,0.045,Sample-552_image.tif
Sample-553,100,260,3.88,180,250,1.3,0.1,-0.072,Sample-553_image.tif
Sample-554,100,260,3.88,180,250,1.3,0.2,0.01,Sample-554_image.tif
Sample-555,100,260,3.88,180,250,1.79,0.1,-0.084,Sample-555_image.tif
Sample-556,100,260,3.88,180,250,1.79,0.2,0.029,Sample-556_image.tif
Sample-557,100,260,3.88,180,250,6.62,0.1,-0.021,Sample-557_image.tif
Sample-558,100,260,3.88,180,250,6.62,0.2,-0.044,Sample-558_image.tif
Sample-559,100,260,3.88,180,250,8,0.1,-0.008,Sample-559_image.tif
Sample-55,100,180,2.807,180,300,8,0.1,0.142,Sample-55_image.tif
Sample-560,100,260,3.88,180,250,8,0.2,0.134,Sample-560_image.tif
Sample-561,100,260,3.88,180,300,1.3,0.1,-0.065,Sample-561_image.tif
Sample-562,100,260,3.88,180,300,1.3,0.2,0.187,Sample-562_image.tif
Sample-563,100,260,3.88,180,300,1.79,0.1,0.108,Sample-563_image.tif
Sample-564,100,260,3.88,180,300,1.79,0.2,0.403,Sample-564_image.tif
Sample-565,100,260,3.88,180,300,6.62,0.1,-0.005,Sample-565_image.tif
Sample-566,100,260,3.88,180,300,6.62,0.2,0.191,Sample-566_image.tif
Sample-567,100,260,3.88,180,300,8,0.1,0.156,Sample-567_image.tif
Sample-568,100,260,3.88,180,300,8,0.2,0.232,Sample-568_image.tif
Sample-569,100,260,3.88,180,70,1.3,0.1,0.212,Sample-569_image.tif
Sample-56,100,180,2.807,180,300,8,0.2,0.271,Sample-56_image.tif
Sample-570,100,260,3.88,180,70,1.3,0.2,0.339,Sample-570_image.tif
Sample-571,100,260,3.88,180,70,1.79,0.1,0.055,Sample-571_image.tif
Sample-572,100,260,3.88,180,70,1.79,0.2,0.207,Sample-572_image.tif
Sample-573,100,260,3.88,180,70,6.62,0.1,-0.045,Sample-573_image.tif
Sample-574,100,260,3.88,180,70,6.62,0.2,0.239,Sample-574_image.tif
Sample-575,100,260,3.88,180,70,8,0.1,0.09,Sample-575_image.tif
Sample-576,100,260,3.88,180,70,8,0.2,0.25,Sample-576_image.tif
Sample-577,100,260,3.88,70,103,1.3,0.1,-0.047,Sample-577_image.tif
Sample-578,100,260,3.88,70,103,1.3,0.2,0.565,Sample-578_image.tif
Sample-579,100,260,3.88,70,103,1.79,0.1,0.015,Sample-579_image.tif
Sample-57,100,180,2.807,180,70,1.3,0.1,0.185,Sample-57_image.tif
Sample-580,100,260,3.88,70,103,1.79,0.2,0.416,Sample-580_image.tif
Sample-581,100,260,3.88,70,103,6.62,0.1,0.075,Sample-581_image.tif
Sample-582,100,260,3.88,70,103,6.62,0.2,0.534,Sample-582_image.tif
Sample-583,100,260,3.88,70,103,8,0.1,0.154,Sample-583_image.tif
Sample-584,100,260,3.88,70,103,8,0.2,0.311,Sample-584_image.tif
Sample-585,100,260,3.88,70,250,1.3,0.1,-0.015,Sample-585_image.tif
Sample-586,100,260,3.88,70,250,1.3,0.2,0.321,Sample-586_image.tif
Sample-587,100,260,3.88,70,250,1.79,0.1,-0.054,Sample-587_image.tif
Sample-588,100,260,3.88,70,250,1.79,0.2,0.237,Sample-588_image.tif
Sample-589,100,260,3.88,70,250,6.62,0.1,0.002,Sample-589_image.tif
Sample-58,100,180,2.807,180,70,1.3,0.2,0.232,Sample-58_image.tif
Sample-590,100,260,3.88,70,250,6.62,0.2,0.433,Sample-590_image.tif
Sample-591,100,260,3.88,70,250,8,0.1,0.183,Sample-591_image.tif
Sample-592,100,260,3.88,70,250,8,0.2,0.419,Sample-592_image.tif
Sample-593,100,260,3.88,70,300,1.3,0.1,0.16,Sample-593_image.tif
Sample-594,100,260,3.88,70,300,1.3,0.2,0.345,Sample-594_image.tif
Sample-595,100,260,3.88,70,300,1.79,0.1,0.061,Sample-595_image.tif
Sample-596,100,260,3.88,70,300,1.79,0.2,0.339,Sample-596_image.tif
Sample-597,100,260,3.88,70,300,6.62,0.1,0.095,Sample-597_image.tif
Sample-598,100,260,3.88,70,300,6.62,0.2,0.267,Sample-598_image.tif
Sample-599,100,260,3.88,70,300,8,0.1,0.157,Sample-599_image.tif
Sample-59,100,180,2.807,180,70,1.79,0.1,0.106,Sample-59_image.tif
Sample-5,100,180,2.807,150,103,6.62,0.1,0.272,Sample-5_image.tif
Sample-600,100,260,3.88,70,300,8,0.2,0.275,Sample-600_image.tif
Sample-601,100,260,3.88,70,70,1.3,0.1,0.163,Sample-601_image.tif
Sample-602,100,260,3.88,70,70,1.3,0.2,0.138,Sample-602_image.tif
Sample-603,100,260,3.88,70,70,1.79,0.1,0.127,Sample-603_image.tif
Sample-604,100,260,3.88,70,70,1.79,0.2,0.375,Sample-604_image.tif
Sample-605,100,260,3.88,70,70,6.62,0.1,0.059,Sample-605_image.tif
Sample-606,100,260,3.88,70,70,6.62,0.2,0.315,Sample-606_image.tif
Sample-607,100,260,3.88,70,70,8,0.1,0.178,Sample-607_image.tif
Sample-608,100,260,3.88,70,70,8,0.2,0.302,Sample-608_image.tif
Sample-609,100,260,3.88,90,103,1.3,0.1,0.232,Sample-609_image.tif
Sample-60,100,180,2.807,180,70,1.79,0.2,0.275,Sample-60_image.tif
Sample-610,100,260,3.88,90,103,1.3,0.2,0.471,Sample-610_image.tif
Sample-611,100,260,3.88,90,103,1.79,0.1,0.404,Sample-611_image.tif
Sample-612,100,260,3.88,90,103,1.79,0.2,0.464,Sample-612_image.tif
Sample-613,100,260,3.88,90,103,6.62,0.1,0.29,Sample-613_image.tif
Sample-614,100,260,3.88,90,103,6.62,0.2,0.434,Sample-614_image.tif
Sample-615,100,260,3.88,90,103,8,0.1,0.342,Sample-615_image.tif
Sample-616,100,260,3.88,90,103,8,0.2,0.43,Sample-616_image.tif
Sample-617,100,260,3.88,90,250,1.3,0.1,0.345,Sample-617_image.tif
Sample-618,100,260,3.88,90,250,1.3,0.2,0.316,Sample-618_image.tif
Sample-619,100,260,3.88,90,250,1.79,0.1,0.46,Sample-619_image.tif
Sample-61,100,180,2.807,180,70,6.62,0.1,0.115,Sample-61_image.tif
Sample-620,100,260,3.88,90,250,1.79,0.2,0.282,Sample-620_image.tif
Sample-621,100,260,3.88,90,250,6.62,0.1,0.386,Sample-621_image.tif
Sample-622,100,260,3.88,90,250,6.62,0.2,0.448,Sample-622_image.tif
Sample-623,100,260,3.88,90,250,8,0.1,0.282,Sample-623_image.tif
Sample-624,100,260,3.88,90,250,8,0.2,0.487,Sample-624_image.tif
Sample-625,100,260,3.88,90,300,1.3,0.1,0.244,Sample-625_image.tif
Sample-626,100,260,3.88,90,300,1.3,0.2,0.402,Sample-626_image.tif
Sample-627,100,260,3.88,90,300,1.79,0.1,0.212,Sample-627_image.tif
Sample-628,100,260,3.88,90,300,1.79,0.2,0.376,Sample-628_image.tif
Sample-629,100,260,3.88,90,300,6.62,0.1,0.275,Sample-629_image.tif
Sample-62,100,180,2.807,180,70,6.62,0.2,0.23,Sample-62_image.tif
Sample-630,100,260,3.88,90,300,6.62,0.2,0.415,Sample-630_image.tif
Sample-631,100,260,3.88,90,300,8,0.1,0.319,Sample-631_image.tif
Sample-632,100,260,3.88,90,300,8,0.2,0.388,Sample-632_image.tif
Sample-633,100,260,3.88,90,70,1.3,0.1,0.243,Sample-633_image.tif
Sample-634,100,260,3.88,90,70,1.3,0.2,0.428,Sample-634_image.tif
Sample-635,100,260,3.88,90,70,1.79,0.1,0.243,Sample-635_image.tif
Sample-636,100,260,3.88,90,70,1.79,0.2,0.287,Sample-636_image.tif
Sample-637,100,260,3.88,90,70,6.62,0.1,0.272,Sample-637_image.tif
Sample-638,100,260,3.88,90,70,6.62,0.2,0.483,Sample-638_image.tif
Sample-639,100,260,3.88,90,70,8,0.1,0.29,Sample-639_image.tif
Sample-63,100,180,2.807,180,70,8,0.1,0.007,Sample-63_image.tif
Sample-640,100,260,3.88,90,70,8,0.2,0.396,Sample-640_image.tif
Sample-641,100,260,4.812,150,103,1.3,0.1,0.227,Sample-641_image.tif
Sample-642,100,260,4.812,150,103,1.3,0.2,0.513,Sample-642_image.tif
Sample-643,100,260,4.812,150,103,1.79,0.1,0.295,Sample-643_image.tif
Sample-644,100,260,4.812,150,103,1.79,0.2,0.505,Sample-644_image.tif
Sample-645,100,260,4.812,150,103,6.62,0.1,0.368,Sample-645_image.tif
Sample-646,100,260,4.812,150,103,6.62,0.2,0.477,Sample-646_image.tif
Sample-647,100,260,4.812,150,103,8,0.1,0.213,Sample-647_image.tif
Sample-648,100,260,4.812,150,103,8,0.2,0.451,Sample-648_image.tif
Sample-649,100,260,4.812,150,250,1.3,0.1,0.247,Sample-649_image.tif
Sample-64,100,180,2.807,180,70,8,0.2,0.338,Sample-64_image.tif
Sample-650,100,260,4.812,150,250,1.3,0.2,0.612,Sample-650_image.tif
Sample-651,100,260,4.812,150,250,1.79,0.1,0.328,Sample-651_image.tif
Sample-652,100,260,4.812,150,250,1.79,0.2,0.41,Sample-652_image.tif
Sample-653,100,260,4.812,150,250,6.62,0.1,0.447,Sample-653_image.tif
Sample-654,100,260,4.812,150,250,6.62,0.2,0.457,Sample-654_image.tif
Sample-655,100,260,4.812,150,250,8,0.1,0.192,Sample-655_image.tif
Sample-656,100,260,4.812,150,250,8,0.2,0.507,Sample-656_image.tif
Sample-657,100,260,4.812,150,300,1.3,0.1,0.248,Sample-657_image.tif
Sample-658,100,260,4.812,150,300,1.3,0.2,0.404,Sample-658_image.tif
Sample-659,100,260,4.812,150,300,1.79,0.1,0.292,Sample-659_image.tif
Sample-65,100,180,2.807,70,103,1.3,0.1,0.153,Sample-65_image.tif
Sample-660,100,260,4.812,150,300,1.79,0.2,0.541,Sample-660_image.tif
Sample-661,100,260,4.812,150,300,6.62,0.1,0.256,Sample-661_image.tif
Sample-662,100,260,4.812,150,300,6.62,0.2,0.498,Sample-662_image.tif
Sample-663,100,260,4.812,150,300,8,0.1,0.249,Sample-663_image.tif
Sample-664,100,260,4.812,150,300,8,0.2,0.427,Sample-664_image.tif
Sample-665,100,260,4.812,150,70,1.3,0.1,0.25,Sample-665_image.tif
Sample-666,100,260,4.812,150,70,1.3,0.2,0.475,Sample-666_image.tif
Sample-667,100,260,4.812,150,70,1.79,0.1,0.183,Sample-667_image.tif
Sample-668,100,260,4.812,150,70,1.79,0.2,0.418,Sample-668_image.tif
Sample-669,100,260,4.812,150,70,6.62,0.1,0.266,Sample-669_image.tif
Sample-66,100,180,2.807,70,103,1.3,0.2,0.357,Sample-66_image.tif
Sample-670,100,260,4.812,150,70,6.62,0.2,0.484,Sample-670_image.tif
Sample-671,100,260,4.812,150,70,8,0.1,0.271,Sample-671_image.tif
Sample-672,100,260,4.812,150,70,8,0.2,0.449,Sample-672_image.tif
Sample-673,100,260,4.812,180,103,1.3,0.1,-0.075,Sample-673_image.tif
Sample-674,100,260,4.812,180,103,1.3,0.2,0.366,Sample-674_image.tif
Sample-675,100,260,4.812,180,103,1.79,0.1,-0.008,Sample-675_image.tif
Sample-676,100,260,4.812,180,103,1.79,0.2,0.026,Sample-676_image.tif
Sample-677,100,260,4.812,180,103,6.62,0.1,-0.043,Sample-677_image.tif
Sample-678,100,260,4.812,180,103,6.62,0.2,0.018,Sample-678_image.tif
Sample-679,100,260,4.812,180,103,8,0.1,-0.013,Sample-679_image.tif
Sample-67,100,180,2.807,70,103,1.79,0.1,0.303,Sample-67_image.tif
Sample-680,100,260,4.812,180,103,8,0.2,-0.069,Sample-680_image.tif
Sample-681,100,260,4.812,180,250,1.3,0.1,-0.072,Sample-681_image.tif
Sample-682,100,260,4.812,180,250,1.3,0.2,0.137,Sample-682_image.tif
Sample-683,100,260,4.812,180,250,1.79,0.1,-0.081,Sample-683_image.tif
Sample-684,100,260,4.812,180,250,1.79,0.2,-0.044,Sample-684_image.tif
Sample-685,100,260,4.812,180,250,6.62,0.1,0.1,Sample-685_image.tif
Sample-686,100,260,4.812,180,250,6.62,0.2,0.01,Sample-686_image.tif
Sample-687,100,260,4.812,180,250,8,0.1,-0.07,Sample-687_image.tif
Sample-688,100,260,4.812,180,250,8,0.2,0.278,Sample-688_image.tif
Sample-689,100,260,4.812,180,300,1.3,0.1,0.003,Sample-689_image.tif
Sample-68,100,180,2.807,70,103,1.79,0.2,0.392,Sample-68_image.tif
Sample-690,100,260,4.812,180,300,1.3,0.2,0.245,Sample-690_image.tif
Sample-691,100,260,4.812,180,300,1.79,0.1,0.185,Sample-691_image.tif
Sample-692,100,260,4.812,180,300,1.79,0.2,0.301,Sample-692_image.tif
Sample-693,100,260,4.812,180,300,6.62,0.1,0.012,Sample-693_image.tif
Sample-694,100,260,4.812,180,300,6.62,0.2,0.169,Sample-694_image.tif
Sample-695,100,260,4.812,180,300,8,0.1,0.042,Sample-695_image.tif
Sample-696,100,260,4.812,180,300,8,0.2,-0.06,Sample-696_image.tif
Sample-697,100,260,4.812,180,70,1.3,0.1,-0.013,Sample-697_image.tif
Sample-698,100,260,4.812,180,70,1.3,0.2,0.307,Sample-698_image.tif
Sample-699,100,260,4.812,180,70,1.79,0.1,0.184,Sample-699_image.tif
Sample-69,100,180,2.807,70,103,6.62,0.1,0.143,Sample-69_image.tif
Sample-6,100,180,2.807,150,103,6.62,0.2,0.315,Sample-6_image.tif
Sample-700,100,260,4.812,180,70,1.79,0.2,0.108,Sample-700_image.tif
Sample-701,100,260,4.812,180,70,6.62,0.1,0.111,Sample-701_image.tif
Sample-702,100,260,4.812,180,70,6.62,0.2,0.222,Sample-702_image.tif
Sample-703,100,260,4.812,180,70,8,0.1,-0.048,Sample-703_image.tif
Sample-704,100,260,4.812,180,70,8,0.2,0.282,Sample-704_image.tif
Sample-705,100,260,4.812,70,103,1.3,0.1,-0.019,Sample-705_image.tif
Sample-706,100,260,4.812,70,103,1.3,0.2,0.384,Sample-706_image.tif
Sample-707,100,260,4.812,70,103,1.79,0.1,-0.06,Sample-707_image.tif
Sample-708,100,260,4.812,70,103,1.79,0.2,0.361,Sample-708_image.tif
Sample-709,100,260,4.812,70,103,6.62,0.1,0.148,Sample-709_image.tif
Sample-70,100,180,2.807,70,103,6.62,0.2,0.367,Sample-70_image.tif
Sample-710,100,260,4.812,70,103,6.62,0.2,0.417,Sample-710_image.tif
Sample-711,100,260,4.812,70,103,8,0.1,-0.001,Sample-711_image.tif
Sample-712,100,260,4.812,70,103,8,0.2,0.446,Sample-712_image.tif
Sample-713,100,260,4.812,70,250,1.3,0.1,0.131,Sample-713_image.tif
Sample-714,100,260,4.812,70,250,1.3,0.2,0.469,Sample-714_image.tif
Sample-715,100,260,4.812,70,250,1.79,0.1,-0.061,Sample-715_image.tif
Sample-716,100,260,4.812,70,250,1.79,0.2,0.287,Sample-716_image.tif
Sample-717,100,260,4.812,70,250,6.62,0.1,0.15,Sample-717_image.tif
Sample-718,100,260,4.812,70,250,6.62,0.2,0.343,Sample-718_image.tif
Sample-719,100,260,4.812,70,250,8,0.1,-0.013,Sample-719_image.tif
Sample-71,100,180,2.807,70,103,8,0.1,0.143,Sample-71_image.tif
Sample-720,100,260,4.812,70,250,8,0.2,0.324,Sample-720_image.tif
Sample-721,100,260,4.812,70,300,1.3,0.1,0.111,Sample-721_image.tif
Sample-722,100,260,4.812,70,300,1.3,0.2,0.268,Sample-722_image.tif
Sample-723,100,260,4.812,70,300,1.79,0.1,0.078,Sample-723_image.tif
Sample-724,100,260,4.812,70,300,1.79,0.2,0.351,Sample-724_image.tif
Sample-725,100,260,4.812,70,300,6.62,0.1,0.223,Sample-725_image.tif
Sample-726,100,260,4.812,70,300,6.62,0.2,0.493,Sample-726_image.tif
Sample-727,100,260,4.812,70,300,8,0.1,0.146,Sample-727_image.tif
Sample-728,100,260,4.812,70,300,8,0.2,0.332,Sample-728_image.tif
Sample-729,100,260,4.812,70,70,1.3,0.1,0.069,Sample-729_image.tif
Sample-72,100,180,2.807,70,103,8,0.2,0.356,Sample-72_image.tif
Sample-730,100,260,4.812,70,70,1.3,0.2,0.056,Sample-730_image.tif
Sample-731,100,260,4.812,70,70,1.79,0.1,-0.023,Sample-731_image.tif
Sample-732,100,260,4.812,70,70,1.79,0.2,0.331,Sample-732_image.tif
Sample-733,100,260,4.812,70,70,6.62,0.1,0.038,Sample-733_image.tif
Sample-734,100,260,4.812,70,70,6.62,0.2,0.434,Sample-734_image.tif
Sample-735,100,260,4.812,70,70,8,0.1,0.191,Sample-735_image.tif
Sample-736,100,260,4.812,70,70,8,0.2,0.344,Sample-736_image.tif
Sample-737,100,260,4.812,90,103,1.3,0.1,0.242,Sample-737_image.tif
Sample-738,100,260,4.812,90,103,1.3,0.2,0.391,Sample-738_image.tif
Sample-739,100,260,4.812,90,103,1.79,0.1,0.236,Sample-739_image.tif
Sample-73,100,180,2.807,70,250,1.3,0.1,0.27,Sample-73_image.tif
Sample-740,100,260,4.812,90,103,1.79,0.2,0.588,Sample-740_image.tif
Sample-741,100,260,4.812,90,103,6.62,0.1,0.214,Sample-741_image.tif
Sample-742,100,260,4.812,90,103,6.62,0.2,0.408,Sample-742_image.tif
Sample-743,100,260,4.812,90,103,8,0.1,0.263,Sample-743_image.tif
Sample-744,100,260,4.812,90,103,8,0.2,0.427,Sample-744_image.tif
Sample-745,100,260,4.812,90,250,1.3,0.1,0.421,Sample-745_image.tif
Sample-746,100,260,4.812,90,250,1.3,0.2,0.571,Sample-746_image.tif
Sample-747,100,260,4.812,90,250,1.79,0.1,0.244,Sample-747_image.tif
Sample-748,100,260,4.812,90,250,1.79,0.2,0.144,Sample-748_image.tif
Sample-749,100,260,4.812,90,250,6.62,0.1,0.29,Sample-749_image.tif
Sample-74,100,180,2.807,70,250,1.3,0.2,0.4,Sample-74_image.tif
Sample-750,100,260,4.812,90,250,6.62,0.2,0.445,Sample-750_image.tif
Sample-751,100,260,4.812,90,250,8,0.1,0.239,Sample-751_image.tif
Sample-752,100,260,4.812,90,250,8,0.2,0.489,Sample-752_image.tif
Sample-753,100,260,4.812,90,300,1.3,0.1,0.283,Sample-753_image.tif
Sample-754,100,260,4.812,90,300,1.3,0.2,0.398,Sample-754_image.tif
Sample-755,100,260,4.812,90,300,1.79,0.1,0.189,Sample-755_image.tif
Sample-756,100,260,4.812,90,300,1.79,0.2,0.42,Sample-756_image.tif
Sample-757,100,260,4.812,90,300,6.62,0.1,0.247,Sample-757_image.tif
Sample-758,100,260,4.812,90,300,6.62,0.2,0.487,Sample-758_image.tif
Sample-759,100,260,4.812,90,300,8,0.1,0.227,Sample-759_image.tif
Sample-75,100,180,2.807,70,250,1.79,0.1,0.228,Sample-75_image.tif
Sample-760,100,260,4.812,90,300,8,0.2,0.495,Sample-760_image.tif
Sample-761,100,260,4.812,90,70,1.3,0.1,0.279,Sample-761_image.tif
Sample-762,100,260,4.812,90,70,1.3,0.2,0.515,Sample-762_image.tif
Sample-763,100,260,4.812,90,70,1.79,0.1,0.242,Sample-763_image.tif
Sample-764,100,260,4.812,90,70,1.79,0.2,0.359,Sample-764_image.tif
Sample-765,100,260,4.812,90,70,6.62,0.1,0.255,Sample-765_image.tif
Sample-766,100,260,4.812,90,70,6.62,0.2,0.388,Sample-766_image.tif
Sample-767,100,260,4.812,90,70,8,0.1,0.111,Sample-767_image.tif
Sample-768,100,260,4.812,90,70,8,0.2,0.382,Sample-768_image.tif
Sample-769,100,340,2.807,150,103,1.3,0.1,0.381,Sample-769_image.tif
Sample-76,100,180,2.807,70,250,1.79,0.2,0.453,Sample-76_image.tif
Sample-770,100,340,2.807,150,103,1.3,0.2,0.522,Sample-770_image.tif
Sample-771,100,340,2.807,150,103,1.79,0.1,0.445,Sample-771_image.tif
Sample-772,100,340,2.807,150,103,1.79,0.2,0.256,Sample-772_image.tif
Sample-773,100,340,2.807,150,103,6.62,0.1,0.369,Sample-773_image.tif
Sample-774,100,340,2.807,150,103,6.62,0.2,0.368,Sample-774_image.tif
Sample-775,100,340,2.807,150,103,8,0.1,0.381,Sample-775_image.tif
Sample-776,100,340,2.807,150,103,8,0.2,0.631,Sample-776_image.tif
Sample-777,100,340,2.807,150,250,1.3,0.1,0.409,Sample-777_image.tif
Sample-778,100,340,2.807,150,250,1.3,0.2,0.516,Sample-778_image.tif
Sample-779,100,340,2.807,150,250,1.79,0.1,0.406,Sample-779_image.tif
Sample-77,100,180,2.807,70,250,6.62,0.1,0.137,Sample-77_image.tif
Sample-780,100,340,2.807,150,250,1.79,0.2,0.537,Sample-780_image.tif
Sample-781,100,340,2.807,150,250,6.62,0.1,0.3,Sample-781_image.tif
Sample-782,100,340,2.807,150,250,6.62,0.2,0.548,Sample-782_image.tif
Sample-783,100,340,2.807,150,250,8,0.1,0.462,Sample-783_image.tif
Sample-784,100,340,2.807,150,250,8,0.2,0.457,Sample-784_image.tif
Sample-785,100,340,2.807,150,300,1.3,0.1,0.337,Sample-785_image.tif
Sample-786,100,340,2.807,150,300,1.3,0.2,0.533,Sample-786_image.tif
Sample-787,100,340,2.807,150,300,1.79,0.1,0.429,Sample-787_image.tif
