,Modulus of elasticity - inner (GPa),Modulus of elasticity - Outer (GPa),Axial load (kN),Friction Coefficient,Total number of snaking,Global snaking length (m),Maximum snaking amplitude (m),Image file name
486,0.12,0.15,8,35.0,7,20.86,1.16111,Snaking_E1_1_E2_4_Fric_7_load_1.tif
487,0.12,0.15,10,35.0,7,35.3,2.3713599999999997,Snaking_E1_1_E2_4_Fric_7_load_2.tif
488,0.12,0.15,12,35.0,5,37.6,2.94203,Snaking_E1_1_E2_4_Fric_7_load_3.tif
489,0.12,0.15,14,35.0,7,42.07,5.784619999999999,Snaking_E1_1_E2_4_Fric_7_load_4.tif
490,0.12,0.15,6,40.0,5,9.36,0.396733,Snaking_E1_1_E2_4_Fric_8_load_0.tif
491,0.12,0.15,8,40.0,7,21.37,1.2429999999999999,Snaking_E1_1_E2_4_Fric_8_load_1.tif
492,0.12,0.15,10,40.0,10,33.76,1.8474,Snaking_E1_1_E2_4_Fric_8_load_2.tif
493,0.12,0.15,12,40.0,11,39.26,2.01818,Snaking_E1_1_E2_4_Fric_8_load_3.tif
494,0.12,0.15,14,40.0,5,43.08,3.93336,Snaking_E1_1_E2_4_Fric_8_load_4.tif
495,0.12,0.15,6,45.0,4,6.43,0.33708699999999997,Snaking_E1_1_E2_4_Fric_9_load_0.tif
496,0.12,0.15,8,45.0,7,23.52,2.02027,Snaking_E1_1_E2_4_Fric_9_load_1.tif
497,0.12,0.15,10,45.0,7,36.81,2.05393,Snaking_E1_1_E2_4_Fric_9_load_2.tif
498,0.12,0.15,12,45.0,8,43.54,3.17998,Snaking_E1_1_E2_4_Fric_9_load_3.tif
499,0.12,0.15,14,45.0,6,46.92,3.0560099999999997,Snaking_E1_1_E2_4_Fric_9_load_4.tif
500,0.14,0.07,6,0.01,7,13.81,0.612093,Snaking_E1_2_E2_0_Fric_0_load_0.tif
501,0.14,0.07,8,0.01,9,31.18,2.4311599999999998,Snaking_E1_2_E2_0_Fric_0_load_1.tif
502,0.14,0.07,10,0.01,11,37.37,2.32044,Snaking_E1_2_E2_0_Fric_0_load_2.tif
503,0.14,0.07,12,0.01,8,31.63,4.87779,Snaking_E1_2_E2_0_Fric_0_load_3.tif
504,0.14,0.07,14,0.01,9,41.56,5.41855,Snaking_E1_2_E2_0_Fric_0_load_4.tif
505,0.14,0.07,6,5.0,6,12.89,0.901868,Snaking_E1_2_E2_0_Fric_1_load_0.tif
506,0.14,0.07,8,5.0,9,28.46,2.17694,Snaking_E1_2_E2_0_Fric_1_load_1.tif
507,0.14,0.07,10,5.0,10,36.94,3.1955,Snaking_E1_2_E2_0_Fric_1_load_2.tif
508,0.14,0.07,12,5.0,7,40.65,3.65251,Snaking_E1_2_E2_0_Fric_1_load_3.tif
509,0.14,0.07,14,5.0,6,38.54,6.44383,Snaking_E1_2_E2_0_Fric_1_load_4.tif
510,0.14,0.07,6,10.0,6,12.88,0.905101,Snaking_E1_2_E2_0_Fric_2_load_0.tif
511,0.14,0.07,8,10.0,9,31.11,2.27935,Snaking_E1_2_E2_0_Fric_2_load_1.tif
512,0.14,0.07,10,10.0,8,36.92,2.5030799999999997,Snaking_E1_2_E2_0_Fric_2_load_2.tif
513,0.14,0.07,12,10.0,10,43.17,2.66574,Snaking_E1_2_E2_0_Fric_2_load_3.tif
514,0.14,0.07,14,10.0,9,42.24,2.51962,Snaking_E1_2_E2_0_Fric_2_load_4.tif
515,0.14,0.07,6,15.0,7,14.86,0.602201,Snaking_E1_2_E2_0_Fric_3_load_0.tif
516,0.14,0.07,8,15.0,9,30.61,2.3669700000000002,Snaking_E1_2_E2_0_Fric_3_load_1.tif
517,0.14,0.07,10,15.0,9,32.81,2.08929,Snaking_E1_2_E2_0_Fric_3_load_2.tif
518,0.14,0.07,12,15.0,9,32.66,2.04406,Snaking_E1_2_E2_0_Fric_3_load_3.tif
519,0.14,0.07,14,15.0,9,42.59,5.51998,Snaking_E1_2_E2_0_Fric_3_load_4.tif
520,0.14,0.07,6,20.0,6,12.36,0.5141,Snaking_E1_2_E2_0_Fric_4_load_0.tif
521,0.14,0.07,8,20.0,11,29.48,1.45491,Snaking_E1_2_E2_0_Fric_4_load_1.tif
522,0.14,0.07,10,20.0,8,37.28,2.07865,Snaking_E1_2_E2_0_Fric_4_load_2.tif
523,0.14,0.07,12,20.0,7,39.14,2.1993400000000003,Snaking_E1_2_E2_0_Fric_4_load_3.tif
524,0.14,0.07,14,20.0,8,46.85,3.96015,Snaking_E1_2_E2_0_Fric_4_load_4.tif
525,0.14,0.07,6,25.0,6,12.39,0.938293,Snaking_E1_2_E2_0_Fric_5_load_0.tif
526,0.14,0.07,8,25.0,9,29.35,1.2722,Snaking_E1_2_E2_0_Fric_5_load_1.tif
527,0.14,0.07,10,25.0,10,34.93,2.31453,Snaking_E1_2_E2_0_Fric_5_load_2.tif
528,0.14,0.07,12,25.0,10,42.6,2.9233599999999997,Snaking_E1_2_E2_0_Fric_5_load_3.tif
529,0.14,0.07,14,25.0,9,47.01,5.57073,Snaking_E1_2_E2_0_Fric_5_load_4.tif
530,0.14,0.07,6,30.0,6,12.37,0.9219950000000001,Snaking_E1_2_E2_0_Fric_6_load_0.tif
531,0.14,0.07,8,30.0,8,30.66,2.18257,Snaking_E1_2_E2_0_Fric_6_load_1.tif
532,0.14,0.07,10,30.0,8,37.46,2.2089,Snaking_E1_2_E2_0_Fric_6_load_2.tif
533,0.14,0.07,12,30.0,11,37.28,2.77113,Snaking_E1_2_E2_0_Fric_6_load_3.tif
534,0.14,0.07,14,30.0,10,43.56,3.20737,Snaking_E1_2_E2_0_Fric_6_load_4.tif
535,0.14,0.07,6,35.0,6,12.39,0.903379,Snaking_E1_2_E2_0_Fric_7_load_0.tif
536,0.14,0.07,8,35.0,9,29.03,2.11064,Snaking_E1_2_E2_0_Fric_7_load_1.tif
537,0.14,0.07,10,35.0,10,33.42,3.96076,Snaking_E1_2_E2_0_Fric_7_load_2.tif
538,0.14,0.07,12,35.0,10,36.95,3.13992,Snaking_E1_2_E2_0_Fric_7_load_3.tif
539,0.14,0.07,14,35.0,8,44.82,5.94797,Snaking_E1_2_E2_0_Fric_7_load_4.tif
540,0.14,0.07,6,40.0,6,11.85,0.48932,Snaking_E1_2_E2_0_Fric_8_load_0.tif
541,0.14,0.07,8,40.0,8,31.23,2.43109,Snaking_E1_2_E2_0_Fric_8_load_1.tif
542,0.14,0.07,10,40.0,10,34.88,2.49085,Snaking_E1_2_E2_0_Fric_8_load_2.tif
543,0.14,0.07,12,40.0,9,41.68,2.64812,Snaking_E1_2_E2_0_Fric_8_load_3.tif
544,0.14,0.07,14,40.0,9,46.46,2.2058299999999997,Snaking_E1_2_E2_0_Fric_8_load_4.tif
545,0.14,0.07,6,45.0,6,11.86,0.649324,Snaking_E1_2_E2_0_Fric_9_load_0.tif
546,0.14,0.07,8,45.0,8,24.54,2.02517,Snaking_E1_2_E2_0_Fric_9_load_1.tif
547,0.14,0.07,10,45.0,11,34.76,2.70845,Snaking_E1_2_E2_0_Fric_9_load_2.tif
548,0.14,0.07,12,45.0,10,38.51,3.3169800000000005,Snaking_E1_2_E2_0_Fric_9_load_3.tif
549,0.14,0.07,14,45.0,10,43.84,3.1829,Snaking_E1_2_E2_0_Fric_9_load_4.tif
550,0.14,0.08,6,0.01,6,11.86,0.7594770000000001,Snaking_E1_2_E2_1_Fric_0_load_0.tif
551,0.14,0.08,8,0.01,7,28.11,1.79672,Snaking_E1_2_E2_1_Fric_0_load_1.tif
552,0.14,0.08,10,0.01,9,37.25,2.80661,Snaking_E1_2_E2_1_Fric_0_load_2.tif
553,0.14,0.08,12,0.01,9,36.92,4.19857,Snaking_E1_2_E2_1_Fric_0_load_3.tif
554,0.14,0.08,14,0.01,10,42.8,2.70827,Snaking_E1_2_E2_1_Fric_0_load_4.tif
555,0.14,0.08,6,5.0,6,12.34,0.5174380000000001,Snaking_E1_2_E2_1_Fric_1_load_0.tif
556,0.14,0.08,8,5.0,10,27.02,1.28651,Snaking_E1_2_E2_1_Fric_1_load_1.tif
557,0.14,0.08,10,5.0,11,37.71,1.96347,Snaking_E1_2_E2_1_Fric_1_load_2.tif
558,0.14,0.08,12,5.0,9,40.37,4.42185,Snaking_E1_2_E2_1_Fric_1_load_3.tif
559,0.14,0.08,14,5.0,10,47.02,3.69032,Snaking_E1_2_E2_1_Fric_1_load_4.tif
560,0.14,0.08,6,10.0,6,11.87,0.759001,Snaking_E1_2_E2_1_Fric_2_load_0.tif
561,0.14,0.08,8,10.0,8,31.14,2.37934,Snaking_E1_2_E2_1_Fric_2_load_1.tif
562,0.14,0.08,10,10.0,8,33.74,3.4138599999999997,Snaking_E1_2_E2_1_Fric_2_load_2.tif
563,0.14,0.08,12,10.0,7,41.69,2.3612599999999997,Snaking_E1_2_E2_1_Fric_2_load_3.tif
564,0.14,0.08,14,10.0,9,48.02,3.24859,Snaking_E1_2_E2_1_Fric_2_load_4.tif
565,0.14,0.08,6,15.0,7,14.79,0.49243100000000006,Snaking_E1_2_E2_1_Fric_3_load_0.tif
566,0.14,0.08,8,15.0,7,29.66,2.4556400000000003,Snaking_E1_2_E2_1_Fric_3_load_1.tif
567,0.14,0.08,10,15.0,9,37.19,2.36144,Snaking_E1_2_E2_1_Fric_3_load_2.tif
568,0.14,0.08,12,15.0,8,42.59,2.52583,Snaking_E1_2_E2_1_Fric_3_load_3.tif
569,0.14,0.08,14,15.0,7,42.3,4.06454,Snaking_E1_2_E2_1_Fric_3_load_4.tif
570,0.14,0.08,6,20.0,6,11.85,0.47358599999999995,Snaking_E1_2_E2_1_Fric_4_load_0.tif
571,0.14,0.08,8,20.0,10,28.54,1.90622,Snaking_E1_2_E2_1_Fric_4_load_1.tif
572,0.14,0.08,10,20.0,11,37.19,3.1956900000000004,Snaking_E1_2_E2_1_Fric_4_load_2.tif
573,0.14,0.08,12,20.0,4,20.94,2.79629,Snaking_E1_2_E2_1_Fric_4_load_3.tif
574,0.14,0.08,14,20.0,8,43.75,3.81492,Snaking_E1_2_E2_1_Fric_4_load_4.tif
575,0.14,0.08,6,25.0,6,12.86,0.891021,Snaking_E1_2_E2_1_Fric_5_load_0.tif
576,0.14,0.08,8,25.0,11,30.95,1.35619,Snaking_E1_2_E2_1_Fric_5_load_1.tif
577,0.14,0.08,10,25.0,7,30.31,2.44423,Snaking_E1_2_E2_1_Fric_5_load_2.tif
578,0.14,0.08,12,25.0,9,38.54,3.72876,Snaking_E1_2_E2_1_Fric_5_load_3.tif
579,0.14,0.08,14,25.0,6,40.81,3.4041699999999997,Snaking_E1_2_E2_1_Fric_5_load_4.tif
580,0.14,0.08,6,30.0,6,11.86,0.485817,Snaking_E1_2_E2_1_Fric_6_load_0.tif
581,0.14,0.08,8,30.0,10,30.04,1.3521,Snaking_E1_2_E2_1_Fric_6_load_1.tif
582,0.14,0.08,10,30.0,9,32.29,2.02592,Snaking_E1_2_E2_1_Fric_6_load_2.tif
583,0.14,0.08,12,30.0,7,42.65,2.69686,Snaking_E1_2_E2_1_Fric_6_load_3.tif
584,0.14,0.08,14,30.0,8,47.4,2.2648099999999998,Snaking_E1_2_E2_1_Fric_6_load_4.tif
585,0.14,0.08,6,35.0,5,9.88,0.62443,Snaking_E1_2_E2_1_Fric_7_load_0.tif
586,0.14,0.08,8,35.0,10,29.37,1.32508,Snaking_E1_2_E2_1_Fric_7_load_1.tif
587,0.14,0.08,10,35.0,9,33.76,2.4281,Snaking_E1_2_E2_1_Fric_7_load_2.tif
588,0.14,0.08,12,35.0,7,42.21,2.18824,Snaking_E1_2_E2_1_Fric_7_load_3.tif
589,0.14,0.08,14,35.0,9,46.88,3.9883300000000004,Snaking_E1_2_E2_1_Fric_7_load_4.tif
590,0.14,0.08,6,40.0,6,11.37,0.44705600000000006,Snaking_E1_2_E2_1_Fric_8_load_0.tif
591,0.14,0.08,8,40.0,9,28.51,1.73905,Snaking_E1_2_E2_1_Fric_8_load_1.tif
592,0.14,0.08,10,40.0,8,30.6,2.85938,Snaking_E1_2_E2_1_Fric_8_load_2.tif
593,0.14,0.08,12,40.0,10,42.1,4.93802,Snaking_E1_2_E2_1_Fric_8_load_3.tif
594,0.14,0.08,14,40.0,9,43.94,5.395230000000001,Snaking_E1_2_E2_1_Fric_8_load_4.tif
595,0.14,0.08,6,45.0,6,12.36,0.649146,Snaking_E1_2_E2_1_Fric_9_load_0.tif
596,0.14,0.08,8,45.0,9,27.83,1.24263,Snaking_E1_2_E2_1_Fric_9_load_1.tif
597,0.14,0.08,10,45.0,11,36.86,1.87874,Snaking_E1_2_E2_1_Fric_9_load_2.tif
598,0.14,0.08,12,45.0,9,39.25,2.53103,Snaking_E1_2_E2_1_Fric_9_load_3.tif
599,0.14,0.08,14,45.0,6,40.7,2.4559599999999997,Snaking_E1_2_E2_1_Fric_9_load_4.tif
600,0.14,0.09,6,0.01,6,11.35,0.402016,Snaking_E1_2_E2_2_Fric_0_load_0.tif
601,0.14,0.09,8,0.01,8,31.08,2.0477,Snaking_E1_2_E2_2_Fric_0_load_1.tif
602,0.14,0.09,10,0.01,7,33.4,2.23929,Snaking_E1_2_E2_2_Fric_0_load_2.tif
603,0.14,0.09,12,0.01,6,40.58,2.37945,Snaking_E1_2_E2_2_Fric_0_load_3.tif
604,0.14,0.09,14,0.01,8,47.66,3.74226,Snaking_E1_2_E2_2_Fric_0_load_4.tif
605,0.14,0.09,6,5.0,6,11.86,0.433262,Snaking_E1_2_E2_2_Fric_1_load_0.tif
606,0.14,0.09,8,5.0,8,30.59,2.26133,Snaking_E1_2_E2_2_Fric_1_load_1.tif
607,0.14,0.09,10,5.0,10,35.25,2.3557099999999997,Snaking_E1_2_E2_2_Fric_1_load_2.tif
608,0.14,0.09,12,5.0,10,40.91,2.25161,Snaking_E1_2_E2_2_Fric_1_load_3.tif
609,0.14,0.09,14,5.0,8,40.02,6.64233,Snaking_E1_2_E2_2_Fric_1_load_4.tif
610,0.14,0.09,6,10.0,5,9.39,0.460704,Snaking_E1_2_E2_2_Fric_2_load_0.tif
611,0.14,0.09,8,10.0,8,26.05,2.00347,Snaking_E1_2_E2_2_Fric_2_load_1.tif
612,0.14,0.09,10,10.0,11,37.41,1.79298,Snaking_E1_2_E2_2_Fric_2_load_2.tif
613,0.14,0.09,12,10.0,10,41.59,3.7051199999999995,Snaking_E1_2_E2_2_Fric_2_load_3.tif
614,0.14,0.09,14,10.0,10,46.39,5.61195,Snaking_E1_2_E2_2_Fric_2_load_4.tif
615,0.14,0.09,6,15.0,5,9.9,0.5524859999999999,Snaking_E1_2_E2_2_Fric_3_load_0.tif
616,0.14,0.09,8,15.0,10,27.43,1.31548,Snaking_E1_2_E2_2_Fric_3_load_1.tif
617,0.14,0.09,10,15.0,10,36.68,1.8175700000000001,Snaking_E1_2_E2_2_Fric_3_load_2.tif
618,0.14,0.09,12,15.0,12,40.27,2.5733099999999998,Snaking_E1_2_E2_2_Fric_3_load_3.tif
619,0.14,0.09,14,15.0,7,45.89,2.2456099999999997,Snaking_E1_2_E2_2_Fric_3_load_4.tif
620,0.14,0.09,6,20.0,7,14.31,0.49266499999999996,Snaking_E1_2_E2_2_Fric_4_load_0.tif
621,0.14,0.09,8,20.0,7,29.64,2.3231900000000003,Snaking_E1_2_E2_2_Fric_4_load_1.tif
622,0.14,0.09,10,20.0,6,34.42,2.44447,Snaking_E1_2_E2_2_Fric_4_load_2.tif
623,0.14,0.09,12,20.0,11,35.52,2.59627,Snaking_E1_2_E2_2_Fric_4_load_3.tif
624,0.14,0.09,14,20.0,7,48.52,2.90864,Snaking_E1_2_E2_2_Fric_4_load_4.tif
625,0.14,0.09,6,25.0,6,12.36,0.663412,Snaking_E1_2_E2_2_Fric_5_load_0.tif
626,0.14,0.09,8,25.0,10,26.95,1.5694700000000001,Snaking_E1_2_E2_2_Fric_5_load_1.tif
627,0.14,0.09,10,25.0,11,35.28,1.9853900000000002,Snaking_E1_2_E2_2_Fric_5_load_2.tif
628,0.14,0.09,12,25.0,9,39.4,4.3133099999999995,Snaking_E1_2_E2_2_Fric_5_load_3.tif
629,0.14,0.09,14,25.0,8,40.58,6.14949,Snaking_E1_2_E2_2_Fric_5_load_4.tif
630,0.14,0.09,6,30.0,6,12.36,0.784881,Snaking_E1_2_E2_2_Fric_6_load_0.tif
631,0.14,0.09,8,30.0,8,31.15,2.35488,Snaking_E1_2_E2_2_Fric_6_load_1.tif
632,0.14,0.09,10,30.0,6,31.84,2.08672,Snaking_E1_2_E2_2_Fric_6_load_2.tif
633,0.14,0.09,12,30.0,8,39.6,3.16875,Snaking_E1_2_E2_2_Fric_6_load_3.tif
634,0.14,0.09,14,30.0,11,43.31,3.14513,Snaking_E1_2_E2_2_Fric_6_load_4.tif
635,0.14,0.09,6,35.0,6,11.35,0.407968,Snaking_E1_2_E2_2_Fric_7_load_0.tif
636,0.14,0.09,8,35.0,9,31.14,2.3411,Snaking_E1_2_E2_2_Fric_7_load_1.tif
637,0.14,0.09,10,35.0,7,36.89,2.32812,Snaking_E1_2_E2_2_Fric_7_load_2.tif
638,0.14,0.09,12,35.0,9,42.04,4.74183,Snaking_E1_2_E2_2_Fric_7_load_3.tif
639,0.14,0.09,14,35.0,8,46.78,3.4333,Snaking_E1_2_E2_2_Fric_7_load_4.tif
640,0.14,0.09,6,40.0,5,9.89,0.52786,Snaking_E1_2_E2_2_Fric_8_load_0.tif
641,0.14,0.09,8,40.0,8,26.81,1.7949700000000002,Snaking_E1_2_E2_2_Fric_8_load_1.tif
642,0.14,0.09,10,40.0,11,37.81,2.6907799999999997,Snaking_E1_2_E2_2_Fric_8_load_2.tif
643,0.14,0.09,12,40.0,5,38.74,2.31704,Snaking_E1_2_E2_2_Fric_8_load_3.tif
644,0.14,0.09,14,40.0,9,47.84,6.0116,Snaking_E1_2_E2_2_Fric_8_load_4.tif
645,0.14,0.09,6,45.0,5,9.38,0.467696,Snaking_E1_2_E2_2_Fric_9_load_0.tif
646,0.14,0.09,8,45.0,8,29.1,2.30611,Snaking_E1_2_E2_2_Fric_9_load_1.tif
647,0.14,0.09,10,45.0,11,34.76,1.95902,Snaking_E1_2_E2_2_Fric_9_load_2.tif
648,0.14,0.09,12,45.0,9,39.55,3.01456,Snaking_E1_2_E2_2_Fric_9_load_3.tif
649,0.14,0.09,14,45.0,12,45.14,2.7037299999999997,Snaking_E1_2_E2_2_Fric_9_load_4.tif
650,0.14,0.1,6,0.01,5,9.9,0.5707949999999999,Snaking_E1_2_E2_3_Fric_0_load_0.tif
651,0.14,0.1,8,0.01,9,29.95,2.0522400000000003,Snaking_E1_2_E2_3_Fric_0_load_1.tif
652,0.14,0.1,10,0.01,9,31.28,2.30861,Snaking_E1_2_E2_3_Fric_0_load_2.tif
653,0.14,0.1,12,0.01,9,36.45,3.4467199999999996,Snaking_E1_2_E2_3_Fric_0_load_3.tif
654,0.14,0.1,14,0.01,10,44.19,3.13358,Snaking_E1_2_E2_3_Fric_0_load_4.tif
655,0.14,0.1,6,5.0,5,9.89,0.631099,Snaking_E1_2_E2_3_Fric_1_load_0.tif
656,0.14,0.1,8,5.0,10,29.81,1.21151,Snaking_E1_2_E2_3_Fric_1_load_1.tif
657,0.14,0.1,10,5.0,10,35.36,3.87771,Snaking_E1_2_E2_3_Fric_1_load_2.tif
658,0.14,0.1,12,5.0,8,43.19,2.71786,Snaking_E1_2_E2_3_Fric_1_load_3.tif
659,0.14,0.1,14,5.0,8,46.72,5.65784,Snaking_E1_2_E2_3_Fric_1_load_4.tif
660,0.14,0.1,6,10.0,5,9.33,0.460875,Snaking_E1_2_E2_3_Fric_2_load_0.tif
661,0.14,0.1,8,10.0,8,29.11,1.86538,Snaking_E1_2_E2_3_Fric_2_load_1.tif
662,0.14,0.1,10,10.0,10,35.84,2.30087,Snaking_E1_2_E2_3_Fric_2_load_2.tif
663,0.14,0.1,12,10.0,11,40.64,2.40469,Snaking_E1_2_E2_3_Fric_2_load_3.tif
664,0.14,0.1,14,10.0,9,43.14,4.56401,Snaking_E1_2_E2_3_Fric_2_load_4.tif
665,0.14,0.1,6,15.0,5,8.84,0.406431,Snaking_E1_2_E2_3_Fric_3_load_0.tif
666,0.14,0.1,8,15.0,10,26.89,1.4168399999999999,Snaking_E1_2_E2_3_Fric_3_load_1.tif
667,0.14,0.1,10,15.0,9,36.91,2.64457,Snaking_E1_2_E2_3_Fric_3_load_2.tif
668,0.14,0.1,12,15.0,10,41.52,3.11315,Snaking_E1_2_E2_3_Fric_3_load_3.tif
669,0.14,0.1,14,15.0,5,24.08,3.18148,Snaking_E1_2_E2_3_Fric_3_load_4.tif
670,0.14,0.1,6,20.0,5,10.38,0.6245109999999999,Snaking_E1_2_E2_3_Fric_4_load_0.tif
671,0.14,0.1,8,20.0,9,24.89,1.30261,Snaking_E1_2_E2_3_Fric_4_load_1.tif
672,0.14,0.1,10,20.0,6,33.9,2.70019,Snaking_E1_2_E2_3_Fric_4_load_2.tif
673,0.14,0.1,12,20.0,8,43.24,2.88492,Snaking_E1_2_E2_3_Fric_4_load_3.tif
674,0.14,0.1,14,20.0,9,43.47,4.20239,Snaking_E1_2_E2_3_Fric_4_load_4.tif
675,0.14,0.1,6,25.0,5,8.84,0.407762,Snaking_E1_2_E2_3_Fric_5_load_0.tif
676,0.14,0.1,8,25.0,7,24.56,1.90087,Snaking_E1_2_E2_3_Fric_5_load_1.tif
677,0.14,0.1,10,25.0,10,38.86,3.48779,Snaking_E1_2_E2_3_Fric_5_load_2.tif
678,0.14,0.1,12,25.0,9,38.51,3.0483599999999997,Snaking_E1_2_E2_3_Fric_5_load_3.tif
679,0.14,0.1,14,25.0,6,46.37,2.59512,Snaking_E1_2_E2_3_Fric_5_load_4.tif
680,0.14,0.1,6,30.0,5,9.89,0.44814799999999994,Snaking_E1_2_E2_3_Fric_6_load_0.tif
681,0.14,0.1,8,30.0,8,26.91,2.03342,Snaking_E1_2_E2_3_Fric_6_load_1.tif
682,0.14,0.1,10,30.0,10,32.74,2.12015,Snaking_E1_2_E2_3_Fric_6_load_2.tif
683,0.14,0.1,12,30.0,7,42.62,2.6591099999999996,Snaking_E1_2_E2_3_Fric_6_load_3.tif
684,0.14,0.1,14,30.0,9,46.28,3.02446,Snaking_E1_2_E2_3_Fric_6_load_4.tif
685,0.14,0.1,6,35.0,4,6.37,0.376759,Snaking_E1_2_E2_3_Fric_7_load_0.tif
686,0.14,0.1,8,35.0,9,26.87,1.4901,Snaking_E1_2_E2_3_Fric_7_load_1.tif
687,0.14,0.1,10,35.0,9,35.23,2.29707,Snaking_E1_2_E2_3_Fric_7_load_2.tif
688,0.14,0.1,12,35.0,8,39.48,2.76899,Snaking_E1_2_E2_3_Fric_7_load_3.tif
689,0.14,0.1,14,35.0,9,43.94,3.2829300000000003,Snaking_E1_2_E2_3_Fric_7_load_4.tif
690,0.14,0.1,6,40.0,5,9.9,0.536254,Snaking_E1_2_E2_3_Fric_8_load_0.tif
691,0.14,0.1,8,40.0,10,26.96,1.23366,Snaking_E1_2_E2_3_Fric_8_load_1.tif
692,0.14,0.1,10,40.0,8,35.74,3.1038900000000003,Snaking_E1_2_E2_3_Fric_8_load_2.tif
693,0.14,0.1,12,40.0,10,40.27,3.17299,Snaking_E1_2_E2_3_Fric_8_load_3.tif
694,0.14,0.1,14,40.0,12,46.97,3.70088,Snaking_E1_2_E2_3_Fric_8_load_4.tif
695,0.14,0.1,6,45.0,5,9.89,0.54206,Snaking_E1_2_E2_3_Fric_9_load_0.tif
696,0.14,0.1,8,45.0,10,28.92,1.37929,Snaking_E1_2_E2_3_Fric_9_load_1.tif
697,0.14,0.1,10,45.0,7,28.06,2.53302,Snaking_E1_2_E2_3_Fric_9_load_2.tif
698,0.14,0.1,12,45.0,7,37.09,3.4221699999999995,Snaking_E1_2_E2_3_Fric_9_load_3.tif
699,0.14,0.1,14,45.0,7,46.82,2.6334,Snaking_E1_2_E2_3_Fric_9_load_4.tif
700,0.14,0.15,6,0.01,3,4.43,0.272131,Snaking_E1_2_E2_4_Fric_0_load_0.tif
701,0.14,0.15,8,0.01,7,18.96,1.8152400000000002,Snaking_E1_2_E2_4_Fric_0_load_1.tif
702,0.14,0.15,10,0.01,10,35.11,2.3743,Snaking_E1_2_E2_4_Fric_0_load_2.tif
703,0.14,0.15,12,0.01,10,39.84,2.89542,Snaking_E1_2_E2_4_Fric_0_load_3.tif
704,0.14,0.15,14,0.01,6,28.04,3.8721099999999997,Snaking_E1_2_E2_4_Fric_0_load_4.tif
705,0.14,0.15,6,5.0,0,0.0,0.0,Snaking_E1_2_E2_4_Fric_1_load_0.tif
706,0.14,0.15,8,5.0,9,25.94,1.74753,Snaking_E1_2_E2_4_Fric_1_load_1.tif
707,0.14,0.15,10,5.0,9,36.1,2.12715,Snaking_E1_2_E2_4_Fric_1_load_2.tif
708,0.14,0.15,12,5.0,10,42.27,2.5098700000000003,Snaking_E1_2_E2_4_Fric_1_load_3.tif
709,0.14,0.15,14,5.0,4,20.51,2.6855900000000004,Snaking_E1_2_E2_4_Fric_1_load_4.tif
710,0.14,0.15,6,10.0,0,0.0,0.0,Snaking_E1_2_E2_4_Fric_2_load_0.tif
711,0.14,0.15,8,10.0,8,22.94,1.8282,Snaking_E1_2_E2_4_Fric_2_load_1.tif
712,0.14,0.15,10,10.0,9,34.67,2.36745,Snaking_E1_2_E2_4_Fric_2_load_2.tif
713,0.14,0.15,12,10.0,8,39.86,3.07131,Snaking_E1_2_E2_4_Fric_2_load_3.tif
714,0.14,0.15,14,10.0,4,27.13,6.38899,Snaking_E1_2_E2_4_Fric_2_load_4.tif
715,0.14,0.15,6,15.0,1,0.0,0.215794,Snaking_E1_2_E2_4_Fric_3_load_0.tif
716,0.14,0.15,8,15.0,8,21.93,1.61944,Snaking_E1_2_E2_4_Fric_3_load_1.tif
717,0.14,0.15,10,15.0,6,31.78,2.47072,Snaking_E1_2_E2_4_Fric_3_load_2.tif
718,0.14,0.15,12,15.0,10,37.23,2.3034,Snaking_E1_2_E2_4_Fric_3_load_3.tif
719,0.14,0.15,14,15.0,9,43.01,2.9255400000000003,Snaking_E1_2_E2_4_Fric_3_load_4.tif
720,0.14,0.15,6,20.0,0,0.0,0.0,Snaking_E1_2_E2_4_Fric_4_load_0.tif
721,0.14,0.15,8,20.0,6,16.45,1.71827,Snaking_E1_2_E2_4_Fric_4_load_1.tif
722,0.14,0.15,10,20.0,8,36.3,1.72927,Snaking_E1_2_E2_4_Fric_4_load_2.tif
723,0.14,0.15,12,20.0,7,37.49,2.5164,Snaking_E1_2_E2_4_Fric_4_load_3.tif
724,0.14,0.15,14,20.0,7,40.83,4.29255,Snaking_E1_2_E2_4_Fric_4_load_4.tif
725,0.14,0.15,6,25.0,0,0.0,0.0,Snaking_E1_2_E2_4_Fric_5_load_0.tif
726,0.14,0.15,8,25.0,7,19.5,1.90221,Snaking_E1_2_E2_4_Fric_5_load_1.tif
727,0.14,0.15,10,25.0,6,35.25,2.48675,Snaking_E1_2_E2_4_Fric_5_load_2.tif
728,0.14,0.15,12,25.0,8,39.71,2.7388,Snaking_E1_2_E2_4_Fric_5_load_3.tif
729,0.14,0.15,14,25.0,7,42.19,3.36595,Snaking_E1_2_E2_4_Fric_5_load_4.tif
730,0.14,0.15,6,30.0,2,1.96,0.242112,Snaking_E1_2_E2_4_Fric_6_load_0.tif
731,0.14,0.15,8,30.0,8,20.84,0.785105,Snaking_E1_2_E2_4_Fric_6_load_1.tif
732,0.14,0.15,10,30.0,10,34.2,2.15866,Snaking_E1_2_E2_4_Fric_6_load_2.tif
733,0.14,0.15,12,30.0,9,38.88,2.23495,Snaking_E1_2_E2_4_Fric_6_load_3.tif
