Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m)
180,260,2.807,180,250,8,0.1,-0.014
180,260,2.807,180,250,8,0.2,0.133
180,260,2.807,180,300,1.3,0.1,-1.048
180,260,2.807,180,300,1.3,0.2,0.032
180,260,2.807,180,300,1.79,0.1,-0.053
100,180,4.812,150,300,1.3,0.1,0.25
180,260,2.807,180,300,1.79,0.2,0.055
180,260,2.807,180,300,6.62,0.1,-0.013
180,260,2.807,180,300,6.62,0.2,0.08
180,260,2.807,180,300,8,0.1,-0.01
180,260,2.807,180,300,8,0.2,0.096
180,260,2.807,180,70,1.3,0.1,-0.085
180,260,2.807,180,70,1.3,0.2,0.006
180,260,2.807,180,70,1.79,0.1,-0.071
180,260,2.807,180,70,1.79,0.2,0.034
180,260,2.807,180,70,6.62,0.1,-0.012
100,180,4.812,150,300,1.3,0.2,0.485
180,260,2.807,180,70,6.62,0.2,0.023
180,260,2.807,180,70,8,0.1,-0.046
180,260,2.807,180,70,8,0.2,0.038
180,260,2.807,70,103,1.3,0.1,-0.108
180,260,2.807,70,103,1.3,0.2,0.004
180,260,2.807,70,103,1.79,0.1,-0.067
180,260,2.807,70,103,1.79,0.2,-0.097
180,260,2.807,70,103,6.62,0.1,-0.053
180,260,2.807,70,103,6.62,0.2,-0.204
180,260,2.807,70,103,8,0.1,-0.047
100,180,4.812,150,300,1.79,0.1,0.361
180,260,2.807,70,103,8,0.2,0.005
180,260,2.807,70,250,1.3,0.1,-0.069
180,260,2.807,70,250,1.3,0.2,-0.202
180,260,2.807,70,250,1.79,0.1,-0.012
180,260,2.807,70,250,1.79,0.2,0.015
180,260,2.807,70,250,6.62,0.1,0.035
180,260,2.807,70,250,6.62,0.2,-0.253
180,260,2.807,70,250,8,0.1,-0.041
180,260,2.807,70,250,8,0.2,-0.137
180,260,2.807,70,300,1.3,0.1,-0.08
100,180,4.812,150,300,1.79,0.2,0.297
180,260,2.807,70,300,1.3,0.2,-0.239
180,260,2.807,70,300,1.79,0.1,-0.067
180,260,2.807,70,300,1.79,0.2,-0.245
180,260,2.807,70,300,6.62,0.1,-0.022
180,260,2.807,70,300,6.62,0.2,-0.305
180,260,2.807,70,300,8,0.1,-0.039
180,260,2.807,70,300,8,0.2,-0.329
180,260,2.807,70,70,1.3,0.1,-0.124
180,260,2.807,70,70,1.3,0.2,-0.062
180,260,2.807,70,70,1.79,0.1,-0.106
100,180,4.812,150,300,6.62,0.1,0.226
180,260,2.807,70,70,1.79,0.2,-0.166
180,260,2.807,70,70,6.62,0.1,-0.129
180,260,2.807,70,70,6.62,0.2,-0.034
180,260,2.807,70,70,8,0.1,-0.141
180,260,2.807,70,70,8,0.2,-0.017
180,260,2.807,90,103,1.3,0.1,-0.072
180,260,2.807,90,103,1.3,0.2,0.019
180,260,2.807,90,103,1.79,0.1,-0.086
180,260,2.807,90,103,1.79,0.2,-0.005
180,260,2.807,90,103,6.62,0.1,-0.135
100,180,4.812,150,300,6.62,0.2,0.043
180,260,2.807,90,103,6.62,0.2,-0.088
180,260,2.807,90,103,8,0.1,-0.075
180,260,2.807,90,103,8,0.2,0.023
180,260,2.807,90,250,1.3,0.1,-0.081
180,260,2.807,90,250,1.3,0.2,-0.018
180,260,2.807,90,250,1.79,0.1,-0.012
180,260,2.807,90,250,1.79,0.2,0.004
180,260,2.807,90,250,6.62,0.1,0.017
180,260,2.807,90,250,6.62,0.2,-0.21
180,260,2.807,90,250,8,0.1,-0.103
100,180,4.812,150,300,8,0.1,0.239
100,180,2.807,150,70,1.79,0.1,0.212
180,260,2.807,90,250,8,0.2,-0.036
180,260,2.807,90,300,1.3,0.1,0
180,260,2.807,90,300,1.3,0.2,0.011
180,260,2.807,90,300,1.79,0.1,-0.086
180,260,2.807,90,300,1.79,0.2,-0.234
180,260,2.807,90,300,6.62,0.1,-0.088
180,260,2.807,90,300,6.62,0.2,-0.171
180,260,2.807,90,300,8,0.1,-0.044
180,260,2.807,90,300,8,0.2,-0.092
180,260,2.807,90,70,1.3,0.1,-0.164
100,180,4.812,150,300,8,0.2,0.361
180,260,2.807,90,70,1.3,0.2,-0.03
180,260,2.807,90,70,1.79,0.1,-0.154
180,260,2.807,90,70,1.79,0.2,-0.022
180,260,2.807,90,70,6.62,0.1,-0.139
180,260,2.807,90,70,6.62,0.2,-0.163
180,260,2.807,90,70,8,0.1,-0.134
180,260,2.807,90,70,8,0.2,-0.104
180,260,3.88,150,103,1.3,0.1,-0.075
180,260,3.88,150,103,1.3,0.2,0.009
180,260,3.88,150,103,1.79,0.1,-0.061
100,180,4.812,150,70,1.3,0.1,0.206
180,260,3.88,150,103,1.79,0.2,-0.096
180,260,3.88,150,103,6.62,0.1,-0.06
180,260,3.88,150,103,6.62,0.2,-0.035
180,260,3.88,150,103,8,0.1,-0.057
180,260,3.88,150,103,8,0.2,-0.033
180,260,3.88,150,250,1.3,0.1,-0.01
180,260,3.88,150,250,1.3,0.2,0.011
180,260,3.88,150,250,1.79,0.1,-0.068
180,260,3.88,150,250,1.79,0.2,0.085
180,260,3.88,150,250,6.62,0.1,0.033
100,180,4.812,150,70,1.3,0.2,0.439
180,260,3.88,150,250,6.62,0.2,-0.106
180,260,3.88,150,250,8,0.1,-0.039
180,260,3.88,150,250,8,0.2,0.03
180,260,3.88,150,300,1.3,0.1,-0.031
180,260,3.88,150,300,1.3,0.2,-0.103
180,260,3.88,150,300,1.79,0.1,-0.05
180,260,3.88,150,300,1.79,0.2,0.047
180,260,3.88,150,300,6.62,0.1,-0.004
180,260,3.88,150,300,6.62,0.2,0.024
180,260,3.88,150,300,8,0.1,0.017
100,180,4.812,150,70,1.79,0.1,0.208
180,260,3.88,150,300,8,0.2,0.147
180,260,3.88,150,70,1.3,0.1,-0.056
180,260,3.88,150,70,1.3,0.2,0.003
180,260,3.88,150,70,1.79,0.1,-0.066
180,260,3.88,150,70,1.79,0.2,0.006
180,260,3.88,150,70,6.62,0.1,-0.051
180,260,3.88,150,70,6.62,0.2,0.007
180,260,3.88,150,70,8,0.1,-0.102
180,260,3.88,150,70,8,0.2,0.02
180,260,3.88,180,103,1.3,0.1,-0.014
100,180,4.812,150,70,1.79,0.2,0.413
180,260,3.88,180,103,1.3,0.2,0.023
180,260,3.88,180,103,1.79,0.1,-0.039
180,260,3.88,180,103,1.79,0.2,0.029
180,260,3.88,180,103,6.62,0.1,0.019
180,260,3.88,180,103,6.62,0.2,-0.096
180,260,3.88,180,103,8,0.1,0.03
180,260,3.88,180,103,8,0.2,0.023
180,260,3.88,180,250,1.3,0.1,-0.047
180,260,3.88,180,250,1.3,0.2,-0.056
180,260,3.88,180,250,1.79,0.1,-0.003
100,180,4.812,150,70,6.62,0.1,0.267
180,260,3.88,180,250,1.79,0.2,0.155
180,260,3.88,180,250,6.62,0.1,-0.005
180,260,3.88,180,250,6.62,0.2,0.002
180,260,3.88,180,250,8,0.1,0.009
180,260,3.88,180,250,8,0.2,-0.059
180,260,3.88,180,300,1.3,0.1,0.007
180,260,3.88,180,300,1.3,0.2,0.155
180,260,3.88,180,300,1.79,0.1,-0.028
180,260,3.88,180,300,1.79,0.2,0.167
180,260,3.88,180,300,6.62,0.1,0.021
100,180,4.812,150,70,6.62,0.2,0.433
180,260,3.88,180,300,6.62,0.2,-0.08
180,260,3.88,180,300,8,0.1,0.07
180,260,3.88,180,300,8,0.2,0.083
180,260,3.88,180,70,1.3,0.1,-0.062
180,260,3.88,180,70,1.3,0.2,0.05
180,260,3.88,180,70,1.79,0.1,0
180,260,3.88,180,70,1.79,0.2,0.055
180,260,3.88,180,70,6.62,0.1,-0.024
180,260,3.88,180,70,6.62,0.2,0.014
180,260,3.88,180,70,8,0.1,0.006
100,180,4.812,150,70,8,0.1,0.216
180,260,3.88,180,70,8,0.2,0.116
180,260,3.88,70,103,1.3,0.1,-0.091
180,260,3.88,70,103,1.3,0.2,0.043
180,260,3.88,70,103,1.79,0.1,-0.15
180,260,3.88,70,103,1.79,0.2,-0.187
180,260,3.88,70,103,6.62,0.1,-0.086
180,260,3.88,70,103,6.62,0.2,0.067
180,260,3.88,70,103,8,0.1,-0.085
180,260,3.88,70,103,8,0.2,0.005
180,260,3.88,70,250,1.3,0.1,-0.024
100,180,4.812,150,70,8,0.2,0.438
180,260,3.88,70,250,1.3,0.2,-0.14
180,260,3.88,70,250,1.79,0.1,-0.066
180,260,3.88,70,250,1.79,0.2,-0.084
180,260,3.88,70,250,6.62,0.1,0.016
180,260,3.88,70,250,6.62,0.2,-0.296
180,260,3.88,70,250,8,0.1,0.017
180,260,3.88,70,250,8,0.2,-0.148
180,260,3.88,70,300,1.3,0.1,0.013
180,260,3.88,70,300,1.3,0.2,0.006
180,260,3.88,70,300,1.79,0.1,-0.053
100,180,4.812,180,103,1.3,0.1,0.069
100,180,2.807,150,70,1.79,0.2,0.324
180,260,3.88,70,300,1.79,0.2,-0.089
180,260,3.88,70,300,6.62,0.1,-0.058
180,260,3.88,70,300,6.62,0.2,-0.032
180,260,3.88,70,300,8,0.1,-0.052
180,260,3.88,70,300,8,0.2,-0.018
180,260,3.88,70,70,1.3,0.1,-0.08
180,260,3.88,70,70,1.3,0.2,-0.076
180,260,3.88,70,70,1.79,0.1,-0.074
180,260,3.88,70,70,1.79,0.2,0.003
180,260,3.88,70,70,6.62,0.1,-0.126
100,180,4.812,180,103,1.3,0.2,0.297
180,260,3.88,70,70,6.62,0.2,-0.077
180,260,3.88,70,70,8,0.1,-0.118
180,260,3.88,70,70,8,0.2,-0.035
180,260,3.88,90,103,1.3,0.1,-0.076
180,260,3.88,90,103,1.3,0.2,-0.035
180,260,3.88,90,103,1.79,0.1,-0.129
180,260,3.88,90,103,1.79,0.2,-0.039
180,260,3.88,90,103,6.62,0.1,-0.08
180,260,3.88,90,103,6.62,0.2,0.051
180,260,3.88,90,103,8,0.1,-0.099
100,180,4.812,180,103,1.79,0.1,0.092
180,260,3.88,90,103,8,0.2,-0.086
180,260,3.88,90,250,1.3,0.1,-0.093
180,260,3.88,90,250,1.3,0.2,0.031
180,260,3.88,90,250,1.79,0.1,-0.035
180,260,3.88,90,250,1.79,0.2,-0.021
180,260,3.88,90,250,6.62,0.1,-0.052
180,260,3.88,90,250,6.62,0.2,0.094
180,260,3.88,90,250,8,0.1,-0.05
180,260,3.88,90,250,8,0.2,-0.177
180,260,3.88,90,300,1.3,0.1,0.018
100,180,4.812,180,103,1.79,0.2,0.326
180,260,3.88,90,300,1.3,0.2,-0.033
180,260,3.88,90,300,1.79,0.1,-0.049
180,260,3.88,90,300,1.79,0.2,-0.012
180,260,3.88,90,300,6.62,0.1,0.019
180,260,3.88,90,300,6.62,0.2,0.102
180,260,3.88,90,300,8,0.1,0.001
180,260,3.88,90,300,8,0.2,0.086
180,260,3.88,90,70,1.3,0.1,-0.084
180,260,3.88,90,70,1.3,0.2,-0.021
180,260,3.88,90,70,1.79,0.1,-0.069
100,180,4.812,180,103,6.62,0.1,-0.058
180,260,3.88,90,70,1.79,0.2,-0.054
180,260,3.88,90,70,6.62,0.1,-0.153
180,260,3.88,90,70,6.62,0.2,-0.114
180,260,3.88,90,70,8,0.1,-0.108
180,260,3.88,90,70,8,0.2,-0.021
180,260,4.812,150,103,1.3,0.1,-0.018
180,260,4.812,150,103,1.3,0.2,0.014
180,260,4.812,150,103,1.79,0.1,-0.076
180,260,4.812,150,103,1.79,0.2,-0.011
180,260,4.812,150,103,6.62,0.1,-0.047
100,180,4.812,180,103,6.62,0.2,0.346
180,260,4.812,150,103,6.62,0.2,0.007
180,260,4.812,150,103,8,0.1,-0.049
180,260,4.812,150,103,8,0.2,-0.008
180,260,4.812,150,250,1.3,0.1,-0.015
180,260,4.812,150,250,1.3,0.2,-0.07
180,260,4.812,150,250,1.79,0.1,0.015
180,260,4.812,150,250,1.79,0.2,-0.108
180,260,4.812,150,250,6.62,0.1,0.025
180,260,4.812,150,250,6.62,0.2,0.013
180,260,4.812,150,250,8,0.1,-0.028
100,180,4.812,180,103,8,0.1,-0.024
180,260,4.812,150,250,8,0.2,0.023
180,260,4.812,150,300,1.3,0.1,-0.025
180,260,4.812,150,300,1.3,0.2,0.025
180,260,4.812,150,300,1.79,0.1,-0.015
180,260,4.812,150,300,1.79,0.2,0.047
180,260,4.812,150,300,6.62,0.1,-0.016
180,260,4.812,150,300,6.62,0.2,0.041
180,260,4.812,150,300,8,0.1,0.03
180,260,4.812,150,300,8,0.2,0.025
180,260,4.812,150,70,1.3,0.1,-0.038
100,180,4.812,180,103,8,0.2,0.306
180,260,4.812,150,70,1.3,0.2,-0.006
180,260,4.812,150,70,1.79,0.1,-0.05
180,260,4.812,150,70,1.79,0.2,-0.005
180,260,4.812,150,70,6.62,0.1,-0.127
180,260,4.812,150,70,6.62,0.2,-0.004
180,260,4.812,150,70,8,0.1,-0.07
180,260,4.812,150,70,8,0.2,0.002
180,260,4.812,180,103,1.3,0.1,-0.038
180,260,4.812,180,103,1.3,0.2,0.005
180,260,4.812,180,103,1.79,0.1,-0.027
100,180,4.812,180,250,1.3,0.1,-0.101
180,260,4.812,180,103,1.79,0.2,0.022
180,260,4.812,180,103,6.62,0.1,-0.011
180,260,4.812,180,103,6.62,0.2,0.008
180,260,4.812,180,103,8,0.1,-0.017
180,260,4.812,180,103,8,0.2,0.09
180,260,4.812,180,250,1.3,0.1,0.031
180,260,4.812,180,250,1.3,0.2,0.027
180,260,4.812,180,250,1.79,0.1,-0.012
180,260,4.812,180,250,1.79,0.2,0.131
180,260,4.812,180,250,6.62,0.1,0.041
100,180,4.812,180,250,1.3,0.2,0.219
180,260,4.812,180,250,6.62,0.2,0.038
180,260,4.812,180,250,8,0.1,-0.057
180,260,4.812,180,250,8,0.2,0.008
180,260,4.812,180,300,1.3,0.1,0.051
180,260,4.812,180,300,1.3,0.2,0.042
180,260,4.812,180,300,1.79,0.1,0.131
180,260,4.812,180,300,1.79,0.2,0.136
180,260,4.812,180,300,6.62,0.1,0.098
180,260,4.812,180,300,6.62,0.2,0.069
180,260,4.812,180,300,8,0.1,-0.021
100,180,4.812,180,250,1.79,0.1,-0.062
100,180,2.807,150,70,6.62,0.1,0.153
100,180,2.807,150,103,1.3,0.2,0.419
180,260,4.812,180,300,8,0.2,0.083
180,260,4.812,180,70,1.3,0.1,-0.07
180,260,4.812,180,70,1.3,0.2,0.018
180,260,4.812,180,70,1.79,0.1,-0.039
180,260,4.812,180,70,1.79,0.2,0.037
180,260,4.812,180,70,6.62,0.1,-0.022
180,260,4.812,180,70,6.62,0.2,0.013
180,260,4.812,180,70,8,0.1,0.016
180,260,4.812,180,70,8,0.2,0.027
180,260,4.812,70,103,1.3,0.1,-0.105
100,180,4.812,180,250,1.79,0.2,0.112
180,260,4.812,70,103,1.3,0.2,-0.038
180,260,4.812,70,103,1.79,0.1,-0.061
180,260,4.812,70,103,1.79,0.2,0.016
180,260,4.812,70,103,6.62,0.1,-0.102
180,260,4.812,70,103,6.62,0.2,-0.057
180,260,4.812,70,103,8,0.1,-0.075
180,260,4.812,70,103,8,0.2,0.016
180,260,4.812,70,250,1.3,0.1,-0.113
180,260,4.812,70,250,1.3,0.2,-0.226
180,260,4.812,70,250,1.79,0.1,-0.053
100,180,4.812,180,250,6.62,0.1,0.055
180,260,4.812,70,250,1.79,0.2,-0.093
180,260,4.812,70,250,6.62,0.1,0.034
180,260,4.812,70,250,6.62,0.2,-0.011
180,260,4.812,70,250,8,0.1,-0.128
180,260,4.812,70,250,8,0.2,0.004
180,260,4.812,70,300,1.3,0.1,0.037
180,260,4.812,70,300,1.3,0.2,-0.283
180,260,4.812,70,300,1.79,0.1,-0.126
180,260,4.812,70,300,1.79,0.2,-0.163
180,260,4.812,70,300,6.62,0.1,-0.041
100,180,4.812,180,250,6.62,0.2,0.212
180,260,4.812,70,300,6.62,0.2,-0.173
180,260,4.812,70,300,8,0.1,-0.056
180,260,4.812,70,300,8,0.2,-0.283
180,260,4.812,70,70,1.3,0.1,-0.084
180,260,4.812,70,70,1.3,0.2,-0.063
180,260,4.812,70,70,1.79,0.1,-0.125
180,260,4.812,70,70,1.79,0.2,0.034
180,260,4.812,70,70,6.62,0.1,-0.151
180,260,4.812,70,70,6.62,0.2,-0.208
180,260,4.812,70,70,8,0.1,-0.096
100,180,4.812,180,250,8,0.1,-0.096
180,260,4.812,70,70,8,0.2,-0.065
180,260,4.812,90,103,1.3,0.1,-0.074
180,260,4.812,90,103,1.3,0.2,-0.01
180,260,4.812,90,103,1.79,0.1,-0.042
180,260,4.812,90,103,1.79,0.2,-0.028
180,260,4.812,90,103,6.62,0.1,-0.12
180,260,4.812,90,103,6.62,0.2,0.024
180,260,4.812,90,103,8,0.1,-0.098
180,260,4.812,90,103,8,0.2,0.033
180,260,4.812,90,250,1.3,0.1,-0.12
100,180,4.812,180,250,8,0.2,0.159
180,260,4.812,90,250,1.3,0.2,-0.01
180,260,4.812,90,250,1.79,0.1,-0.082
180,260,4.812,90,250,1.79,0.2,-0.013
180,260,4.812,90,250,6.62,0.1,-0.061
180,260,4.812,90,250,6.62,0.2,-0.035
180,260,4.812,90,250,8,0.1,-0.043
180,260,4.812,90,250,8,0.2,-0.108
180,260,4.812,90,300,1.3,0.1,0.035
180,260,4.812,90,300,1.3,0.2,-0.043
180,260,4.812,90,300,1.79,0.1,0.016
100,180,4.812,180,300,1.3,0.1,0.069
180,260,4.812,90,300,1.79,0.2,0.034
180,260,4.812,90,300,6.62,0.1,-0.051
180,260,4.812,90,300,6.62,0.2,0.038
180,260,4.812,90,300,8,0.1,-0.03
180,260,4.812,90,300,8,0.2,-0.015
180,260,4.812,90,70,1.3,0.1,-0.115
180,260,4.812,90,70,1.3,0.2,0.005
180,260,4.812,90,70,1.79,0.1,-0.166
180,260,4.812,90,70,1.79,0.2,-0.019
180,260,4.812,90,70,6.62,0.1,-0.143
100,180,4.812,180,300,1.3,0.2,0.235
180,260,4.812,90,70,6.62,0.2,-0.077
180,260,4.812,90,70,8,0.1,-0.011
180,260,4.812,90,70,8,0.2,-0.046
180,340,2.807,150,103,1.3,0.1,-0.057
180,340,2.807,150,103,1.3,0.2,0.025
180,340,2.807,150,103,1.79,0.1,-0.103
180,340,2.807,150,103,1.79,0.2,0.013
180,340,2.807,150,103,6.62,0.1,-0.072
180,340,2.807,150,103,6.62,0.2,0.018
180,340,2.807,150,103,8,0.1,-0.088
100,180,4.812,180,300,1.79,0.1,0.119
180,340,2.807,150,103,8,0.2,-0.02
180,340,2.807,150,250,1.3,0.1,0.044
180,340,2.807,150,250,1.3,0.2,0.098
180,340,2.807,150,250,1.79,0.1,0.005
180,340,2.807,150,250,1.79,0.2,0.157
180,340,2.807,150,250,6.62,0.1,0.005
180,340,2.807,150,250,6.62,0.2,0.2
180,340,2.807,150,250,8,0.1,0.012
180,340,2.807,150,250,8,0.2,0.087
180,340,2.807,150,300,1.3,0.1,0.004
100,180,4.812,180,300,1.79,0.2,0.278
180,340,2.807,150,300,1.3,0.2,0.092
180,340,2.807,150,300,1.79,0.1,0.045
180,340,2.807,150,300,1.79,0.2,1.173
180,340,2.807,150,300,6.62,0.1,0.047
180,340,2.807,150,300,6.62,0.2,0.041
180,340,2.807,150,300,8,0.1,-0.014
180,340,2.807,150,300,8,0.2,0.109
180,340,2.807,150,70,1.3,0.1,-0.024
180,340,2.807,150,70,1.3,0.2,0.035
180,340,2.807,150,70,1.79,0.1,0.005
100,180,4.812,180,300,6.62,0.1,0.275
100,180,2.807,150,70,6.62,0.2,0.414
180,340,2.807,150,70,1.79,0.2,0.023
180,340,2.807,150,70,6.62,0.1,-0.027
180,340,2.807,150,70,6.62,0.2,0.165
180,340,2.807,150,70,8,0.1,-0.048
180,340,2.807,150,70,8,0.2,0.075
180,340,2.807,180,103,1.3,0.1,-0.042
180,340,2.807,180,103,1.3,0.2,0.04
180,340,2.807,180,103,1.79,0.1,0.006
180,340,2.807,180,103,1.79,0.2,0.042
180,340,2.807,180,103,6.62,0.1,0.023
100,180,4.812,180,300,6.62,0.2,0.277
180,340,2.807,180,103,6.62,0.2,0.022
180,340,2.807,180,103,8,0.1,0.017
180,340,2.807,180,103,8,0.2,0.015
180,340,2.807,180,250,1.3,0.1,0.008
180,340,2.807,180,250,1.3,0.2,0.134
180,340,2.807,180,250,1.79,0.1,0.065
180,340,2.807,180,250,1.79,0.2,-0.084
180,340,2.807,180,250,6.62,0.1,0.017
180,340,2.807,180,250,6.62,0.2,0.029
180,340,2.807,180,250,8,0.1,0.015
100,180,4.812,180,300,8,0.1,0.23
180,340,2.807,180,250,8,0.2,0.122
180,340,2.807,180,300,1.3,0.1,0.084
180,340,2.807,180,300,1.3,0.2,0.122
180,340,2.807,180,300,1.79,0.1,0.055
180,340,2.807,180,300,1.79,0.2,0.029
180,340,2.807,180,300,6.62,0.1,0.066
180,340,2.807,180,300,6.62,0.2,0.038
180,340,2.807,180,300,8,0.1,0.015
180,340,2.807,180,300,8,0.2,0.105
180,340,2.807,180,70,1.3,0.1,-0.056
100,180,4.812,180,300,8,0.2,0.296
180,340,2.807,180,70,1.3,0.2,0.048
180,340,2.807,180,70,1.79,0.1,-0.058
180,340,2.807,180,70,1.79,0.2,-0.035
180,340,2.807,180,70,6.62,0.1,-0.047
180,340,2.807,180,70,6.62,0.2,0.031
180,340,2.807,180,70,8,0.1,-0.031
180,340,2.807,180,70,8,0.2,0.022
180,340,2.807,70,103,1.3,0.1,-0.043
180,340,2.807,70,103,1.3,0.2,0.028
180,340,2.807,70,103,1.79,0.1,-0.059
100,180,4.812,180,70,1.3,0.1,0.074
180,340,2.807,70,103,1.79,0.2,-0.014
180,340,2.807,70,103,6.62,0.1,-0.043
180,340,2.807,70,103,6.62,0.2,-0.011
180,340,2.807,70,103,8,0.1,-0.089
180,340,2.807,70,103,8,0.2,0.037
180,340,2.807,70,250,1.3,0.1,-0.061
180,340,2.807,70,250,1.3,0.2,0.041
180,340,2.807,70,250,1.79,0.1,-0.051
180,340,2.807,70,250,1.79,0.2,0.027
180,340,2.807,70,250,6.62,0.1,-0.205
100,180,4.812,180,70,1.3,0.2,0.248
180,340,2.807,70,250,6.62,0.2,0.007
180,340,2.807,70,250,8,0.1,-0.187
180,340,2.807,70,250,8,0.2,0.018
180,340,2.807,70,300,1.3,0.1,-0.165
180,340,2.807,70,300,1.3,0.2,-0.121
180,340,2.807,70,300,1.79,0.1,-0.037
180,340,2.807,70,300,1.79,0.2,0.011
180,340,2.807,70,300,6.62,0.1,0.001
180,340,2.807,70,300,6.62,0.2,-0.345
180,340,2.807,70,300,8,0.1,-0.117
100,180,4.812,180,70,1.79,0.1,-0.014
180,340,2.807,70,300,8,0.2,-0.344
180,340,2.807,70,70,1.3,0.1,-0.092
180,340,2.807,70,70,1.3,0.2,-0.083
180,340,2.807,70,70,1.79,0.1,-0.074
180,340,2.807,70,70,1.79,0.2,-0.082
180,340,2.807,70,70,6.62,0.1,-0.065
180,340,2.807,70,70,6.62,0.2,0.02
180,340,2.807,70,70,8,0.1,-0.083
180,340,2.807,70,70,8,0.2,-0.01
180,340,2.807,90,103,1.3,0.1,-0.005
100,180,4.812,180,70,1.79,0.2,0.245
180,340,2.807,90,103,1.3,0.2,0.037
180,340,2.807,90,103,1.79,0.1,-0.093
180,340,2.807,90,103,1.79,0.2,-0.016
180,340,2.807,90,103,6.62,0.1,-0.034
180,340,2.807,90,103,6.62,0.2,-0.024
180,340,2.807,90,103,8,0.1,-0.059
180,340,2.807,90,103,8,0.2,-0.029
180,340,2.807,90,250,1.3,0.1,-0.019
180,340,2.807,90,250,1.3,0.2,0.066
180,340,2.807,90,250,1.79,0.1,0.052
100,180,4.812,180,70,6.62,0.1,0.027
180,340,2.807,90,250,1.79,0.2,-0.015
180,340,2.807,90,250,6.62,0.1,0.027
180,340,2.807,90,250,6.62,0.2,0.082
180,340,2.807,90,250,8,0.1,0.053
180,340,2.807,90,250,8,0.2,-0.044
180,340,2.807,90,300,1.3,0.1,-0.002
180,340,2.807,90,300,1.3,0.2,-0.133
180,340,2.807,90,300,1.79,0.1,-0.039
180,340,2.807,90,300,1.79,0.2,0.003
180,340,2.807,90,300,6.62,0.1,0.033
100,180,4.812,180,70,6.62,0.2,0.268
180,340,2.807,90,300,6.62,0.2,-0.115
180,340,2.807,90,300,8,0.1,0.021
180,340,2.807,90,300,8,0.2,-0.207
180,340,2.807,90,70,1.3,0.1,-0.068
180,340,2.807,90,70,1.3,0.2,-0.057
180,340,2.807,90,70,1.79,0.1,-0.105
180,340,2.807,90,70,1.79,0.2,-0.033
180,340,2.807,90,70,6.62,0.1,-0.129
180,340,2.807,90,70,6.62,0.2,0.077
180,340,2.807,90,70,8,0.1,-0.01
100,180,4.812,180,70,8,0.1,-0.106
100,180,2.807,150,70,8,0.1,0.24
180,340,2.807,90,70,8,0.2,0.089
180,340,3.88,150,103,1.3,0.1,-0.109
180,340,3.88,150,103,1.3,0.2,0.002
180,340,3.88,150,103,1.79,0.1,-0.023
180,340,3.88,150,103,1.79,0.2,-0.01
180,340,3.88,150,103,6.62,0.1,0.023
180,340,3.88,150,103,6.62,0.2,-0.018
180,340,3.88,150,103,8,0.1,-0.054
180,340,3.88,150,103,8,0.2,0.031
180,340,3.88,150,250,1.3,0.1,0.063
100,180,4.812,180,70,8,0.2,0.251
180,340,3.88,150,250,1.3,0.2,0.026
180,340,3.88,150,250,1.79,0.1,0.037
180,340,3.88,150,250,1.79,0.2,0.038
180,340,3.88,150,250,6.62,0.1,0.149
180,340,3.88,150,250,6.62,0.2,-0.001
180,340,3.88,150,250,8,0.1,-0.019
180,340,3.88,150,250,8,0.2,0.082
180,340,3.88,150,300,1.3,0.1,0.032
180,340,3.88,150,300,1.3,0.2,0.026
180,340,3.88,150,300,1.79,0.1,0.072
100,180,4.812,70,103,1.3,0.1,0.131
180,340,3.88,150,300,1.79,0.2,0.078
180,340,3.88,150,300,6.62,0.1,0.03
180,340,3.88,150,300,6.62,0.2,0.047
180,340,3.88,150,300,8,0.1,0.016
180,340,3.88,150,300,8,0.2,0.008
180,340,3.88,150,70,1.3,0.1,-0.098
180,340,3.88,150,70,1.3,0.2,0.044
180,340,3.88,150,70,1.79,0.1,0.028
180,340,3.88,150,70,1.79,0.2,0.02
180,340,3.88,150,70,6.62,0.1,-0.016
100,180,4.812,70,103,1.3,0.2,0.469
180,340,3.88,150,70,6.62,0.2,0.027
180,340,3.88,150,70,8,0.1,-0.078
180,340,3.88,150,70,8,0.2,0.007
180,340,3.88,180,103,1.3,0.1,-0.103
180,340,3.88,180,103,1.3,0.2,0.027
180,340,3.88,180,103,1.79,0.1,-0.013
180,340,3.88,180,103,1.79,0.2,0.045
180,340,3.88,180,103,6.62,0.1,-0.046
180,340,3.88,180,103,6.62,0.2,0.014
180,340,3.88,180,103,8,0.1,-0.065
100,180,4.812,70,103,1.79,0.1,0.172
180,340,3.88,180,103,8,0.2,0.037
180,340,3.88,180,250,1.3,0.1,0.108
180,340,3.88,180,250,1.3,0.2,0.044
180,340,3.88,180,250,1.79,0.1,0
180,340,3.88,180,250,1.79,0.2,0.121
180,340,3.88,180,250,6.62,0.1,0.02
180,340,3.88,180,250,6.62,0.2,-0.008
180,340,3.88,180,250,8,0.1,-0.001
180,340,3.88,180,250,8,0.2,-0.021
180,340,3.88,180,300,1.3,0.1,0.064
100,180,4.812,70,103,1.79,0.2,0.286
180,340,3.88,180,300,1.3,0.2,-0.022
180,340,3.88,180,300,1.79,0.1,0.064
180,340,3.88,180,300,1.79,0.2,0.034
180,340,3.88,180,300,6.62,0.1,0.039
