Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m)
100,340,3.88,90,103,8,0.2,0.383
100,340,3.88,90,250,1.3,0.1,0.636
100,340,3.88,90,250,1.3,0.2,0.753
100,340,3.88,90,250,1.79,0.1,0.635
100,340,3.88,90,250,1.79,0.2,0.774
100,340,3.88,90,250,6.62,0.1,0.76
100,340,3.88,90,250,6.62,0.2,0.825
100,340,3.88,90,250,8,0.1,0.727
100,340,3.88,90,250,8,0.2,0.767
100,340,3.88,90,300,1.3,0.1,0.614
100,180,2.807,90,103,1.79,0.2,0.148
100,340,3.88,90,300,1.3,0.2,0.712
100,340,3.88,90,300,1.79,0.1,0.095
100,340,3.88,90,300,1.79,0.2,0.795
100,340,3.88,90,300,6.62,0.1,0.643
100,340,3.88,90,300,6.62,0.2,0.656
100,340,3.88,90,300,8,0.1,0.719
100,340,3.88,90,300,8,0.2,0.522
100,340,3.88,90,70,1.3,0.1,0.534
100,340,3.88,90,70,1.3,0.2,0.604
100,340,3.88,90,70,1.79,0.1,0.508
100,180,2.807,90,103,6.62,0.1,0.243
100,340,3.88,90,70,1.79,0.2,0.681
100,340,3.88,90,70,6.62,0.1,0.532
100,340,3.88,90,70,6.62,0.2,0.718
100,340,3.88,90,70,8,0.1,0.608
100,340,3.88,90,70,8,0.2,0.709
100,340,4.812,150,103,1.3,0.1,0.683
100,340,4.812,150,103,1.3,0.2,0.712
100,340,4.812,150,103,1.79,0.1,0.679
100,340,4.812,150,103,1.79,0.2,0.688
100,340,4.812,150,103,6.62,0.1,0.646
100,180,2.807,90,103,6.62,0.2,0.39
100,340,4.812,150,103,6.62,0.2,0.762
100,340,4.812,150,103,8,0.1,0.61
100,340,4.812,150,103,8,0.2,0.793
100,340,4.812,150,250,1.3,0.1,0.749
100,340,4.812,150,250,1.3,0.2,0.918
100,340,4.812,150,250,1.79,0.1,0.669
100,340,4.812,150,250,1.79,0.2,0.794
100,340,4.812,150,250,6.62,0.1,0.599
100,340,4.812,150,250,6.62,0.2,0.895
100,340,4.812,150,250,8,0.1,0.652
100,180,2.807,90,103,8,0.1,0.275
100,340,4.812,150,250,8,0.2,0.974
100,340,4.812,150,300,1.3,0.1,0.711
100,340,4.812,150,300,1.3,0.2,0.834
100,340,4.812,150,300,1.79,0.1,0.723
100,340,4.812,150,300,1.79,0.2,0.857
100,340,4.812,150,300,6.62,0.1,0.596
100,340,4.812,150,300,6.62,0.2,0.938
100,340,4.812,150,300,8,0.1,0.692
100,340,4.812,150,300,8,0.2,0.787
100,340,4.812,150,70,1.3,0.1,0.593
100,180,2.807,90,103,8,0.2,0.3
100,340,4.812,150,70,1.3,0.2,0.724
100,340,4.812,150,70,1.79,0.1,0.607
100,340,4.812,150,70,1.79,0.2,0.714
100,340,4.812,150,70,6.62,0.1,0.608
100,340,4.812,150,70,6.62,0.2,0.443
100,340,4.812,150,70,8,0.1,0.658
100,340,4.812,150,70,8,0.2,0.698
100,340,4.812,180,103,1.3,0.1,0.669
100,340,4.812,180,103,1.3,0.2,0.792
100,340,4.812,180,103,1.79,0.1,0.694
100,180,2.807,90,250,1.3,0.1,0.301
100,340,4.812,180,103,1.79,0.2,0.696
100,340,4.812,180,103,6.62,0.1,0.62
100,340,4.812,180,103,6.62,0.2,0.606
100,340,4.812,180,103,8,0.1,0.667
100,340,4.812,180,103,8,0.2,0.782
100,340,4.812,180,250,1.3,0.1,0.684
100,340,4.812,180,250,1.3,0.2,0.803
100,340,4.812,180,250,1.79,0.1,0.7
100,340,4.812,180,250,1.79,0.2,0.852
100,340,4.812,180,250,6.62,0.1,0.636
100,180,2.807,90,250,1.3,0.2,0.463
100,340,4.812,180,250,6.62,0.2,0.891
100,340,4.812,180,250,8,0.1,0.648
100,340,4.812,180,250,8,0.2,1.035
100,340,4.812,180,300,1.3,0.1,0.763
100,340,4.812,180,300,1.3,0.2,0.818
100,340,4.812,180,300,1.79,0.1,0.738
100,340,4.812,180,300,1.79,0.2,0.824
100,340,4.812,180,300,6.62,0.1,0.727
100,340,4.812,180,300,6.62,0.2,0.861
100,340,4.812,180,300,8,0.1,0.64
100,180,2.807,90,250,1.79,0.1,0.272
100,340,4.812,180,300,8,0.2,3.076
100,340,4.812,180,70,1.3,0.1,0.693
100,340,4.812,180,70,1.3,0.2,0.728
100,340,4.812,180,70,1.79,0.1,0.598
100,340,4.812,180,70,1.79,0.2,0.718
100,340,4.812,180,70,6.62,0.1,0.643
100,340,4.812,180,70,6.62,0.2,0.831
100,340,4.812,180,70,8,0.1,0.646
100,340,4.812,180,70,8,0.2,0.693
100,340,4.812,70,103,1.3,0.1,0.496
100,180,2.807,90,250,1.79,0.2,0.305
100,340,4.812,70,103,1.3,0.2,0.685
100,340,4.812,70,103,1.79,0.1,0.383
100,340,4.812,70,103,1.79,0.2,0.707
100,340,4.812,70,103,6.62,0.1,0.347
100,340,4.812,70,103,6.62,0.2,0.335
100,340,4.812,70,103,8,0.1,0.36
100,340,4.812,70,103,8,0.2,0.738
100,340,4.812,70,250,1.3,0.1,0.572
100,340,4.812,70,250,1.3,0.2,0.756
100,340,4.812,70,250,1.79,0.1,0.589
100,180,2.807,90,250,6.62,0.1,0.273
100,180,2.807,150,250,1.3,0.2,0.501
100,340,4.812,70,250,1.79,0.2,0.74
100,340,4.812,70,250,6.62,0.1,0.695
100,340,4.812,70,250,6.62,0.2,0.761
100,340,4.812,70,250,8,0.1,0.678
100,340,4.812,70,250,8,0.2,0.883
100,340,4.812,70,300,1.3,0.1,0.721
100,340,4.812,70,300,1.3,0.2,0.163
100,340,4.812,70,300,1.79,0.1,0.632
100,340,4.812,70,300,1.79,0.2,0.403
100,340,4.812,70,300,6.62,0.1,0.633
100,180,2.807,90,250,6.62,0.2,0.3
100,340,4.812,70,300,6.62,0.2,-1.924
100,340,4.812,70,300,8,0.1,0.634
100,340,4.812,70,300,8,0.2,0.18
100,340,4.812,70,70,1.3,0.1,0.462
100,340,4.812,70,70,1.3,0.2,0.631
100,340,4.812,70,70,1.79,0.1,0.38
100,340,4.812,70,70,1.79,0.2,0.621
100,340,4.812,70,70,6.62,0.1,0.456
100,340,4.812,70,70,6.62,0.2,0.546
100,340,4.812,70,70,8,0.1,0.362
100,180,2.807,90,250,8,0.1,0.065
100,340,4.812,70,70,8,0.2,0.609
100,340,4.812,90,103,1.3,0.1,0.554
100,340,4.812,90,103,1.3,0.2,0.699
100,340,4.812,90,103,1.79,0.1,0.524
100,340,4.812,90,103,1.79,0.2,0.703
100,340,4.812,90,103,6.62,0.1,0.607
100,340,4.812,90,103,6.62,0.2,0.702
100,340,4.812,90,103,8,0.1,0.534
100,340,4.812,90,103,8,0.2,0.715
100,340,4.812,90,250,1.3,0.1,0.59
100,180,2.807,90,250,8,0.2,0.459
100,340,4.812,90,250,1.3,0.2,0.767
100,340,4.812,90,250,1.79,0.1,0.712
100,340,4.812,90,250,1.79,0.2,0.784
100,340,4.812,90,250,6.62,0.1,0.675
100,340,4.812,90,250,6.62,0.2,0.782
100,340,4.812,90,250,8,0.1,0.723
100,340,4.812,90,250,8,0.2,0.751
100,340,4.812,90,300,1.3,0.1,0.639
100,340,4.812,90,300,1.3,0.2,0.775
100,340,4.812,90,300,1.79,0.1,0.626
100,180,2.807,90,300,1.3,0.1,0.194
100,340,4.812,90,300,1.79,0.2,0.588
100,340,4.812,90,300,6.62,0.1,0.611
100,340,4.812,90,300,6.62,0.2,0.762
100,340,4.812,90,300,8,0.1,0.698
100,340,4.812,90,300,8,0.2,0.755
100,340,4.812,90,70,1.3,0.1,0.549
100,340,4.812,90,70,1.3,0.2,0.641
100,340,4.812,90,70,1.79,0.1,0.634
100,340,4.812,90,70,1.79,0.2,0.652
100,340,4.812,90,70,6.62,0.1,0.589
100,180,2.807,90,300,1.3,0.2,0.425
100,340,4.812,90,70,6.62,0.2,0.521
100,340,4.812,90,70,8,0.1,0.597
100,340,4.812,90,70,8,0.2,0.695
140,180,2.807,150,103,1.3,0.1,-0.042
140,180,2.807,150,103,1.3,0.2,0.075
140,180,2.807,150,103,1.79,0.1,-0.026
140,180,2.807,150,103,1.79,0.2,0.092
140,180,2.807,150,103,6.62,0.1,0.033
140,180,2.807,150,103,6.62,0.2,0.058
140,180,2.807,150,103,8,0.1,0.018
100,180,2.807,90,300,1.79,0.1,0.134
140,180,2.807,150,103,8,0.2,0.08
140,180,2.807,150,250,1.3,0.1,-0.023
140,180,2.807,150,250,1.3,0.2,0.108
140,180,2.807,150,250,1.79,0.1,-0.02
140,180,2.807,150,250,1.79,0.2,0.062
140,180,2.807,150,250,6.62,0.1,0.019
140,180,2.807,150,250,6.62,0.2,0.221
140,180,2.807,150,250,8,0.1,0.021
140,180,2.807,150,250,8,0.2,0.179
140,180,2.807,150,300,1.3,0.1,0.032
100,180,2.807,90,300,1.79,0.2,0.389
140,180,2.807,150,300,1.3,0.2,0.179
140,180,2.807,150,300,1.79,0.1,-0.022
140,180,2.807,150,300,1.79,0.2,0.067
140,180,2.807,150,300,6.62,0.1,0.05
140,180,2.807,150,300,6.62,0.2,0.055
140,180,2.807,150,300,8,0.1,0.033
140,180,2.807,150,300,8,0.2,0.278
140,180,2.807,150,70,1.3,0.1,-0.044
140,180,2.807,150,70,1.3,0.2,0.081
140,180,2.807,150,70,1.79,0.1,0.039
100,180,2.807,90,300,6.62,0.1,0.143
140,180,2.807,150,70,1.79,0.2,0.086
140,180,2.807,150,70,6.62,0.1,0.02
140,180,2.807,150,70,6.62,0.2,-0.016
140,180,2.807,150,70,8,0.1,0.024
140,180,2.807,150,70,8,0.2,0.019
140,180,2.807,180,103,1.3,0.1,-0.015
140,180,2.807,180,103,1.3,0.2,0.094
140,180,2.807,180,103,1.79,0.1,0.107
140,180,2.807,180,103,1.79,0.2,0.087
140,180,2.807,180,103,6.62,0.1,0.012
100,180,2.807,90,300,6.62,0.2,0.4
140,180,2.807,180,103,6.62,0.2,0.058
140,180,2.807,180,103,8,0.1,-0.042
140,180,2.807,180,103,8,0.2,0.096
140,180,2.807,180,250,1.3,0.1,-0.013
140,180,2.807,180,250,1.3,0.2,0.239
140,180,2.807,180,250,1.79,0.1,-0.006
140,180,2.807,180,250,1.79,0.2,0.103
140,180,2.807,180,250,6.62,0.1,0.025
140,180,2.807,180,250,6.62,0.2,0.048
140,180,2.807,180,250,8,0.1,0.014
100,180,2.807,90,300,8,0.1,0.217
100,180,2.807,150,250,1.79,0.1,0.303
140,180,2.807,180,250,8,0.2,0.086
140,180,2.807,180,300,1.3,0.1,0.021
140,180,2.807,180,300,1.3,0.2,2.173
140,180,2.807,180,300,1.79,0.1,0.049
140,180,2.807,180,300,1.79,0.2,0.05
140,180,2.807,180,300,6.62,0.1,0.028
140,180,2.807,180,300,6.62,0.2,0.069
140,180,2.807,180,300,8,0.1,-0.021
140,180,2.807,180,300,8,0.2,0.177
140,180,2.807,180,70,1.3,0.1,0.016
100,180,2.807,90,300,8,0.2,0.272
140,180,2.807,180,70,1.3,0.2,0.117
140,180,2.807,180,70,1.79,0.1,0.019
140,180,2.807,180,70,1.79,0.2,0.1
140,180,2.807,180,70,6.62,0.1,-0.009
140,180,2.807,180,70,6.62,0.2,0.108
140,180,2.807,180,70,8,0.1,0.018
140,180,2.807,180,70,8,0.2,0.104
140,180,2.807,70,103,1.3,0.1,-0.034
140,180,2.807,70,103,1.3,0.2,-0.141
140,180,2.807,70,103,1.79,0.1,-0.066
100,180,2.807,90,70,1.3,0.1,0.181
140,180,2.807,70,103,1.79,0.2,-0.013
140,180,2.807,70,103,6.62,0.1,-0.07
140,180,2.807,70,103,6.62,0.2,0.011
140,180,2.807,70,103,8,0.1,-0.071
140,180,2.807,70,103,8,0.2,-0.067
140,180,2.807,70,250,1.3,0.1,-0.048
140,180,2.807,70,250,1.3,0.2,0.029
140,180,2.807,70,250,1.79,0.1,-0.084
140,180,2.807,70,250,1.79,0.2,0.01
140,180,2.807,70,250,6.62,0.1,-0.003
100,180,2.807,90,70,1.3,0.2,0.471
140,180,2.807,70,250,6.62,0.2,0.048
140,180,2.807,70,250,8,0.1,-0.033
140,180,2.807,70,250,8,0.2,0.042
140,180,2.807,70,300,1.3,0.1,0.189
140,180,2.807,70,300,1.3,0.2,-0.155
140,180,2.807,70,300,1.79,0.1,-0.041
140,180,2.807,70,300,1.79,0.2,-0.03
140,180,2.807,70,300,6.62,0.1,-0.042
140,180,2.807,70,300,6.62,0.2,-0.13
140,180,2.807,70,300,8,0.1,-0.048
100,180,2.807,90,70,1.79,0.1,0.28
140,180,2.807,70,300,8,0.2,0.002
140,180,2.807,70,70,1.3,0.1,-0.059
140,180,2.807,70,70,1.3,0.2,0.081
140,180,2.807,70,70,1.79,0.1,-0.03
140,180,2.807,70,70,1.79,0.2,0.133
140,180,2.807,70,70,6.62,0.1,-0.038
140,180,2.807,70,70,6.62,0.2,-0.022
140,180,2.807,70,70,8,0.1,-0.065
140,180,2.807,70,70,8,0.2,0.01
140,180,2.807,90,103,1.3,0.1,-0.035
100,180,2.807,90,70,1.79,0.2,0.3
140,180,2.807,90,103,1.3,0.2,-0.015
140,180,2.807,90,103,1.79,0.1,-0.067
140,180,2.807,90,103,1.79,0.2,0.061
140,180,2.807,90,103,6.62,0.1,0.041
140,180,2.807,90,103,6.62,0.2,-0.009
140,180,2.807,90,103,8,0.1,0.015
140,180,2.807,90,103,8,0.2,0.095
140,180,2.807,90,250,1.3,0.1,0.032
140,180,2.807,90,250,1.3,0.2,0.088
140,180,2.807,90,250,1.79,0.1,-0.019
100,180,2.807,90,70,6.62,0.1,0.204
140,180,2.807,90,250,1.79,0.2,0.032
140,180,2.807,90,250,6.62,0.1,-0.03
140,180,2.807,90,250,6.62,0.2,-0.099
140,180,2.807,90,250,8,0.1,-0.012
140,180,2.807,90,250,8,0.2,0.042
140,180,2.807,90,300,1.3,0.1,-0.07
140,180,2.807,90,300,1.3,0.2,-0.06
140,180,2.807,90,300,1.79,0.1,-0.057
140,180,2.807,90,300,1.79,0.2,0.052
140,180,2.807,90,300,6.62,0.1,-0.076
100,180,2.807,90,70,6.62,0.2,0.377
140,180,2.807,90,300,6.62,0.2,-0.03
140,180,2.807,90,300,8,0.1,-0.046
140,180,2.807,90,300,8,0.2,0.008
140,180,2.807,90,70,1.3,0.1,-0.017
140,180,2.807,90,70,1.3,0.2,-0.023
140,180,2.807,90,70,1.79,0.1,-0.071
140,180,2.807,90,70,1.79,0.2,0.111
140,180,2.807,90,70,6.62,0.1,-0.024
140,180,2.807,90,70,6.62,0.2,0.03
140,180,2.807,90,70,8,0.1,-0.036
100,180,2.807,90,70,8,0.1,0.158
140,180,2.807,90,70,8,0.2,-0.004
140,180,3.88,150,103,1.3,0.1,-0.013
140,180,3.88,150,103,1.3,0.2,0.054
140,180,3.88,150,103,1.79,0.1,0.007
140,180,3.88,150,103,1.79,0.2,0.074
140,180,3.88,150,103,6.62,0.1,-0.056
140,180,3.88,150,103,6.62,0.2,0.078
140,180,3.88,150,103,8,0.1,0.023
140,180,3.88,150,103,8,0.2,0.024
140,180,3.88,150,250,1.3,0.1,0.042
100,180,2.807,90,70,8,0.2,0.179
140,180,3.88,150,250,1.3,0.2,0.173
140,180,3.88,150,250,1.79,0.1,-0.06
140,180,3.88,150,250,1.79,0.2,0.013
140,180,3.88,150,250,6.62,0.1,0.004
140,180,3.88,150,250,6.62,0.2,0.066
140,180,3.88,150,250,8,0.1,0.071
140,180,3.88,150,250,8,0.2,0.142
140,180,3.88,150,300,1.3,0.1,-0.052
140,180,3.88,150,300,1.3,0.2,0.164
140,180,3.88,150,300,1.79,0.1,-0.003
100,180,3.88,150,103,1.3,0.1,0.277
100,180,2.807,150,250,1.79,0.2,0.364
140,180,3.88,150,300,1.79,0.2,0.181
140,180,3.88,150,300,6.62,0.1,0.035
140,180,3.88,150,300,6.62,0.2,0.287
140,180,3.88,150,300,8,0.1,0.023
140,180,3.88,150,300,8,0.2,0.31
140,180,3.88,150,70,1.3,0.1,-0.008
140,180,3.88,150,70,1.3,0.2,0.083
140,180,3.88,150,70,1.79,0.1,-0.056
140,180,3.88,150,70,1.79,0.2,0.039
140,180,3.88,150,70,6.62,0.1,0.015
100,180,3.88,150,103,1.3,0.2,0.378
140,180,3.88,150,70,6.62,0.2,0.102
140,180,3.88,150,70,8,0.1,0.003
140,180,3.88,150,70,8,0.2,0.048
140,180,3.88,180,103,1.3,0.1,-0.006
140,180,3.88,180,103,1.3,0.2,0.109
140,180,3.88,180,103,1.79,0.1,-0.013
140,180,3.88,180,103,1.79,0.2,0.162
140,180,3.88,180,103,6.62,0.1,-0.034
140,180,3.88,180,103,6.62,0.2,0.167
140,180,3.88,180,103,8,0.1,-0.015
100,180,3.88,150,103,1.79,0.1,0.206
140,180,3.88,180,103,8,0.2,0.116
140,180,3.88,180,250,1.3,0.1,0.038
140,180,3.88,180,250,1.3,0.2,0.084
140,180,3.88,180,250,1.79,0.1,0.035
140,180,3.88,180,250,1.79,0.2,0.157
140,180,3.88,180,250,6.62,0.1,-0.003
140,180,3.88,180,250,6.62,0.2,0.067
140,180,3.88,180,250,8,0.1,0.036
140,180,3.88,180,250,8,0.2,-0.023
140,180,3.88,180,300,1.3,0.1,0.061
100,180,3.88,150,103,1.79,0.2,0.247
140,180,3.88,180,300,1.3,0.2,0.099
140,180,3.88,180,300,1.79,0.1,0.073
140,180,3.88,180,300,1.79,0.2,0.097
140,180,3.88,180,300,6.62,0.1,0.032
140,180,3.88,180,300,6.62,0.2,0.114
140,180,3.88,180,300,8,0.1,-0.008
140,180,3.88,180,300,8,0.2,0.2
140,180,3.88,180,70,1.3,0.1,-0.012
140,180,3.88,180,70,1.3,0.2,0.131
140,180,3.88,180,70,1.79,0.1,0.016
100,180,3.88,150,103,6.62,0.1,0.286
140,180,3.88,180,70,1.79,0.2,0.067
140,180,3.88,180,70,6.62,0.1,-0.015
140,180,3.88,180,70,6.62,0.2,0.125
140,180,3.88,180,70,8,0.1,-0.007
140,180,3.88,180,70,8,0.2,0.138
140,180,3.88,70,103,1.3,0.1,-0.063
140,180,3.88,70,103,1.3,0.2,0.003
140,180,3.88,70,103,1.79,0.1,-0.031
140,180,3.88,70,103,1.79,0.2,0.015
140,180,3.88,70,103,6.62,0.1,-0.033
100,180,3.88,150,103,6.62,0.2,0.351
140,180,3.88,70,103,6.62,0.2,-0.05
140,180,3.88,70,103,8,0.1,-0.054
140,180,3.88,70,103,8,0.2,0.106
140,180,3.88,70,250,1.3,0.1,-0.049
140,180,3.88,70,250,1.3,0.2,0.021
140,180,3.88,70,250,1.79,0.1,-0.066
140,180,3.88,70,250,1.79,0.2,-0.143
140,180,3.88,70,250,6.62,0.1,-0.014
140,180,3.88,70,250,6.62,0.2,-0.01
100,180,3.88,150,103,8,0.1,0.329
140,180,3.88,70,250,8,0.2,-0.16
140,180,3.88,70,300,1.3,0.1,-0.043
140,180,3.88,70,300,1.3,0.2,0.006
140,180,3.88,70,300,1.79,0.2,-0.196
140,180,3.88,70,300,6.62,0.1,0.064
140,180,3.88,70,300,6.62,0.2,0.042
140,180,3.88,70,300,8,0.2,-0.082
140,180,3.88,70,70,1.3,0.1,-0.024
100,180,3.88,150,103,8,0.2,0.465
140,180,3.88,70,70,1.3,0.2,-0.014
140,180,3.88,70,70,1.79,0.2,-0.001
140,180,3.88,70,70,6.62,0.1,-0.034
140,180,3.88,70,70,6.62,0.2,-0.108
140,180,3.88,70,70,8,0.2,-0.119
140,180,3.88,90,103,1.3,0.1,-0.025
140,180,3.88,90,103,1.3,0.2,0.066
100,180,3.88,150,250,1.3,0.1,0.287
140,180,3.88,90,103,1.79,0.2,0.026
140,180,3.88,90,103,6.62,0.1,0.055
140,180,3.88,90,103,8,0.1,-0.031
140,180,3.88,90,250,1.3,0.1,0.019
140,180,3.88,90,250,1.3,0.2,0.113
140,180,3.88,90,250,1.79,0.1,-0.051
140,180,3.88,90,250,1.79,0.2,0.019
140,180,3.88,90,250,6.62,0.1,-0.028
100,180,3.88,150,250,1.3,0.2,0.495
140,180,3.88,90,250,6.62,0.2,0.068
140,180,3.88,90,250,8,0.1,0.034
140,180,3.88,90,250,8,0.2,0.043
140,180,3.88,90,300,1.3,0.1,-0.051
140,180,3.88,90,300,1.3,0.2,0.026
140,180,3.88,90,300,1.79,0.1,0.017
140,180,3.88,90,300,1.79,0.2,0.014
140,180,3.88,90,300,6.62,0.1,0.023
140,180,3.88,90,300,6.62,0.2,-0.147
140,180,3.88,90,300,8,0.1,-0.042
100,180,3.88,150,250,1.79,0.1,0.278
100,180,2.807,150,250,6.62,0.1,0.37
140,180,3.88,90,300,8,0.2,-0.164
140,180,3.88,90,70,1.3,0.1,-0.07
140,180,3.88,90,70,1.3,0.2,-0.01
140,180,3.88,90,70,1.79,0.1,0.002
140,180,3.88,90,70,1.79,0.2,-0.006
140,180,3.88,90,70,6.62,0.1,-0.082
140,180,3.88,90,70,6.62,0.2,-0.002
140,180,3.88,90,70,8,0.1,0.059
140,180,3.88,90,70,8,0.2,0.027
140,180,4.812,150,103,1.3,0.1,-0.03
100,180,3.88,150,250,1.79,0.2,0.046
140,180,4.812,150,103,1.3,0.2,0.055
140,180,4.812,150,103,1.79,0.1,-0.062
140,180,4.812,150,103,1.79,0.2,0.055
140,180,4.812,150,103,6.62,0.1,-0.023
140,180,4.812,150,103,6.62,0.2,0.155
140,180,4.812,150,103,8,0.1,-0.004
140,180,4.812,150,103,8,0.2,0.072
140,180,4.812,150,250,1.3,0.1,-0.002
140,180,4.812,150,250,1.3,0.2,0.073
140,180,4.812,150,250,1.79,0.1,0.044
100,180,3.88,150,250,6.62,0.1,0.271
140,180,4.812,150,250,1.79,0.2,0.253
140,180,4.812,150,250,6.62,0.1,0.004
140,180,4.812,150,250,6.62,0.2,0.144
140,180,4.812,150,250,8,0.1,0.019
140,180,4.812,150,250,8,0.2,0.17
140,180,4.812,150,300,1.3,0.1,-0.027
140,180,4.812,150,300,1.3,0.2,0.045
140,180,4.812,150,300,1.79,0.1,0.062
140,180,4.812,150,300,1.79,0.2,0.087
140,180,4.812,150,300,6.62,0.1,0.049
100,180,3.88,150,250,6.62,0.2,0.425
140,180,4.812,150,300,6.62,0.2,0.075
140,180,4.812,150,300,8,0.1,-0.01
140,180,4.812,150,300,8,0.2,0.168
140,180,4.812,150,70,1.3,0.1,-0.012
140,180,4.812,150,70,1.3,0.2,0.084
140,180,4.812,150,70,1.79,0.1,-0.003
140,180,4.812,150,70,1.79,0.2,0.031
140,180,4.812,150,70,6.62,0.1,-0.068
140,180,4.812,150,70,6.62,0.2,0.067
140,180,4.812,150,70,8,0.1,-0.011
100,180,3.88,150,250,8,0.1,0.302
140,180,4.812,150,70,8,0.2,0.055
140,180,4.812,180,103,1.3,0.1,-0.02
140,180,4.812,180,103,1.3,0.2,0.093
140,180,4.812,180,103,1.79,0.1,-0.021
140,180,4.812,180,103,1.79,0.2,0.057
140,180,4.812,180,103,6.62,0.1,0.297
140,180,4.812,180,103,6.62,0.2,0.121
140,180,4.812,180,103,8,0.1,0.059
140,180,4.812,180,103,8,0.2,0.163
140,180,4.812,180,250,1.3,0.1,0.026
100,180,3.88,150,250,8,0.2,0.447
140,180,4.812,180,250,1.3,0.2,0.148
140,180,4.812,180,250,1.79,0.1,0.039
140,180,4.812,180,250,1.79,0.2,0.663
140,180,4.812,180,250,6.62,0.1,0.042
140,180,4.812,180,250,6.62,0.2,0.027
140,180,4.812,180,250,8,0.1,0.06
140,180,4.812,180,250,8,0.2,0.191
140,180,4.812,180,300,1.3,0.1,0.06
140,180,4.812,180,300,1.3,0.2,0.123
140,180,4.812,180,300,1.79,0.1,0.039
100,180,3.88,150,300,1.3,0.1,0.185
140,180,4.812,180,300,1.79,0.2,0.12
140,180,4.812,180,300,6.62,0.1,0.037
140,180,4.812,180,300,6.62,0.2,0.161
140,180,4.812,180,300,8,0.1,0.025
140,180,4.812,180,300,8,0.2,0.1
140,180,4.812,180,70,1.3,0.1,0.045
140,180,4.812,180,70,1.3,0.2,0.121
140,180,4.812,180,70,1.79,0.1,0.09
140,180,4.812,180,70,1.79,0.2,0.072
140,180,4.812,180,70,6.62,0.1,-0.051
100,180,3.88,150,300,1.3,0.2,0.489
140,180,4.812,180,70,6.62,0.2,0.1
140,180,4.812,180,70,8,0.1,0.001
140,180,4.812,180,70,8,0.2,0.143
140,180,4.812,70,103,1.3,0.1,-0.097
140,180,4.812,70,103,1.3,0.2,0.119
140,180,4.812,70,103,1.79,0.1,0.003
140,180,4.812,70,103,1.79,0.2,-0.016
140,180,4.812,70,103,6.62,0.1,-0.027
140,180,4.812,70,103,6.62,0.2,-0.053
140,180,4.812,70,103,8,0.1,-0.041
100,180,3.88,150,300,1.79,0.1,0.285
140,180,4.812,70,103,8,0.2,-0.036
140,180,4.812,70,250,1.3,0.1,-0.018
140,180,4.812,70,250,1.3,0.2,-0.027
140,180,4.812,70,250,1.79,0.1,-0.062
140,180,4.812,70,250,1.79,0.2,-0.005
140,180,4.812,70,250,6.62,0.1,0.057
140,180,4.812,70,250,6.62,0.2,0.057
140,180,4.812,70,250,8,0.1,-0.105
140,180,4.812,70,250,8,0.2,-0.144
140,180,4.812,70,300,1.3,0.1,-0.045
100,180,3.88,150,300,1.79,0.2,0.421
140,180,4.812,70,300,1.3,0.2,0.006
140,180,4.812,70,300,1.79,0.1,-0.053
140,180,4.812,70,300,1.79,0.2,-0.255
140,180,4.812,70,300,6.62,0.1,-0.013
140,180,4.812,70,300,6.62,0.2,-0.11
140,180,4.812,70,300,8,0.1,-0.042
140,180,4.812,70,300,8,0.2,-0.142
140,180,4.812,70,70,1.3,0.1,-0.09
140,180,4.812,70,70,1.3,0.2,0.023
140,180,4.812,70,70,1.79,0.1,-0.044
100,180,3.88,150,300,6.62,0.1,0.121
100,180,2.807,150,250,6.62,0.2,0.488
140,180,4.812,70,70,1.79,0.2,0.038
140,180,4.812,70,70,6.62,0.1,-0.028
140,180,4.812,70,70,6.62,0.2,0.017
140,180,4.812,70,70,8,0.1,-0.054
140,180,4.812,70,70,8,0.2,0.014
140,180,4.812,90,103,1.3,0.1,-0.068
140,180,4.812,90,103,1.3,0.2,0.069
140,180,4.812,90,103,1.79,0.1,-0.046
140,180,4.812,90,103,1.79,0.2,0.059
140,180,4.812,90,103,6.62,0.1,-0.04
100,180,3.88,150,300,6.62,0.2,0.391
140,180,4.812,90,103,6.62,0.2,0.105
140,180,4.812,90,103,8,0.1,-0.035
140,180,4.812,90,103,8,0.2,-0.087
140,180,4.812,90,250,1.3,0.1,-0.039
140,180,4.812,90,250,1.3,0.2,0.025
140,180,4.812,90,250,1.79,0.1,0.072
140,180,4.812,90,250,1.79,0.2,0.046
140,180,4.812,90,250,6.62,0.1,0.013
140,180,4.812,90,250,6.62,0.2,0.031
140,180,4.812,90,250,8,0.1,-0.021
100,180,3.88,150,300,8,0.1,0.256
140,180,4.812,90,250,8,0.2,0.094
140,180,4.812,90,300,1.3,0.1,-0.001
140,180,4.812,90,300,1.3,0.2,-0.08
140,180,4.812,90,300,1.79,0.1,0.008
140,180,4.812,90,300,1.79,0.2,-0.071
140,180,4.812,90,300,6.62,0.1,0.226
140,180,4.812,90,300,6.62,0.2,0.079
140,180,4.812,90,300,8,0.1,0.035
140,180,4.812,90,300,8,0.2,0.051
140,180,4.812,90,70,1.3,0.1,-0.101
100,180,3.88,150,300,8,0.2,0.395
140,180,4.812,90,70,1.3,0.2,0.074
140,180,4.812,90,70,1.79,0.1,-0.024
140,180,4.812,90,70,1.79,0.2,0.137
